nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Referencia,Tipo suelo,Calefacción,Cocina equipada,Comedor,Lavadero,Orientación,No se aceptan mascotas,Armarios empotrados,Vidrios dobles,Carpintería exterior,Teléfono,Aire acondicionado,Chimenea,Garaje,Trastero,Portero automático,Puerta blindada,Sistema de seguridad,Ascensor,Adaptado a personas con movilidad reducida,Terraza,Jardín,Piscina,Soleado,Agua,Balcón,Amueblado,Carpintería interior,Se aceptan mascotas,Interior,Gastos de comunidad,Gas,Luz,Tipo de casa,Urbanizado,Calle alumbrada,Calle asfaltada,Superficie solar
Apartamento en Universidad-Malasaña,Engel & Völkers Madrid,25 €/m²,1.850 €/mes,73 m²,28079,https://www.pisos.com/alquilar/apartamento-universidad_malasana28004-51698838677_101800/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,73 m²,,1,,2ª,,Entre 30 y 50 años,,IF77045-I-00L76G-W-02YH3Y,,Central,N/A,,,,,1,,,,,,1,,,,,N/A,,,Privado,,,,,N/A,,,,,,,,,,,
Piso en El Encinar de los Reyes,Gilmar Alquileres Madrid Exterior,15 €/m²,3.900 €/mes,250 m²,28079,https://www.pisos.com/alquilar/piso-montecarmelo28050-51755564623_102100/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,250 m²,,5,3,,,,,GM34-205870,,,,,,,,,,,,,,2,N/A,,,,,,,N/A,N/A,,,,,,,Interior,,,,,,,,
Piso en Argüelles,Gilmar Alquileres Madrid Interior,14 €/m²,3.900 €/mes,270 m²,28079,https://www.pisos.com/alquilar/piso-centro_palacio28008-93356030473_102100/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,270 m²,,4,3,,Exterior,,,GM19-127937,,,,,,Oeste,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Tres Cantos,Gilmar Alquileres Madrid Exterior,14 €/m²,1.750 €/mes,121 m²,28903,https://www.pisos.com/alquilar/piso-nuevo_tres_cantos-51718090770_102100/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,121 m²,,3,2,,,,,GM34-206359,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,Interior,,,,,,,,
Piso en Goya,EVERYSTREET,27 €/m²,1.350 €/mes,50 m²,28079,https://www.pisos.com/alquilar/piso-goya28001-50920518752_108900/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,50 m²,50 m²,1,1,,,,,XA156-SAP-2604,,N/A,,,,,,,,,,N/A,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,
Piso en Prosperidad,Gilmar Alquileres Madrid Interior,21 €/m²,1.550 €/mes,72 m²,28079,https://www.pisos.com/alquilar/piso-guindalera28002-51684988941_102100/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,72 m²,,2,2,,Exterior,,,GM19-205179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estudio en Chamberi,"ALQUILER SEGURO,S.A.",25 €/m²,895 €/mes,35 m²,28079,https://www.pisos.com/alquilar/estudio-chamberi_arapiles28015-50853109097_108900/,2025-02-01,Error al procesar consumo,Error al procesar emisiones,35 m²,,,1,5ª,N/A,,En buen estado,XA24-2802-033259,,N/A,N/A,N/A,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,,N/A,N/A,,,,,
Ático en Universidad-Malasaña,Engel & Völkers Madrid,33 €/m²,2.700 €/mes,81 m²,28079,https://www.pisos.com/alquilar/atico-universidad_malasana28004-50909992353_101800/,2025-01-14,"G, G","G, G",81 m²,,2,1,5ª,,Más de 50 años,,IF77045-I-00L6B1-W-02Y6VC,,Central,N/A,,,,,1,,,,,,,,,,,N/A,,N/A,,,,,,N/A,,,,,,,,,,,
Piso en Sol,INMOBILIARIA INTERNACIONAL CPM,29 €/m²,3.400 €/mes,114 m²,28079,https://www.pisos.com/alquilar/piso-sol_barrio28013-51672142242_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,114 m²,101 m²,3,2,2ª,N/A,Más de 50 años,En buen estado,SA3051-08415,,,N/A,,,Sur,N/A,1,,,,N/A,,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,
Dúplex en Valdelacasa,INMOBILIARIA INTERNACIONAL CPM,12 €/m²,1.650 €/mes,132 m²,28006,https://www.pisos.com/alquilar/duplex-alcobendas_valdelacasa-51766362095_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,132 m²,100 m²,1,1,,N/A,Entre 10 y 20 años,En buen estado,SA3051-08402,,,N/A,,,Sur,,1,,,,N/A,,,,,,,N/A,,,,,,,,N/A,,N/A,,,,,,,,,
Piso en Brunete,"ALQUILER SEGURO,S.A.",13 €/m²,1.100 €/mes,80 m²,28026,https://www.pisos.com/alquilar/piso-brunete_centro_urbano-51686128997_108900/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,80 m²,,2,2,2ª,N/A,,En buen estado,XA24-2820-028899,,N/A,N/A,N/A,,,,N/A,,,,N/A,,N/A,,,,,N/A,,N/A,N/A,N/A,,N/A,,,,,,,N/A,N/A,,,,,
Estudio en Valdeacederas,INMOBILIARIA INTERNACIONAL CPM,43 €/m²,1.300 €/mes,30 m²,28079,https://www.pisos.com/alquilar/estudio-valdeacederas28039-50056272232_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,30 m²,23 m²,,1,3ª,N/A,Más de 50 años,En buen estado,SA3051-08296,,,N/A,,,Este,N/A,1,,,,N/A,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,
Piso en Galapagar,Gilmar Alquileres Madrid Exterior,14 €/m²,1.700 €/mes,117 m²,28061,https://www.pisos.com/alquilar/piso-galapagar_la_navata28420-41672047603_102100/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,117 m²,,3,2,,Exterior,,,GM34-194829,,,,,,,,,,,,,,1,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,
Dúplex en San Juan Bautista,INMOBILIARIA INTERNACIONAL CPM,16 €/m²,2.500 €/mes,150 m²,28079,https://www.pisos.com/alquilar/duplex-san_juan_bautista28043-51695565542_100500/,2025-02-20,"A, A","A, A",150 m²,115 m²,3,3,13ª,N/A,Entre 20 y 30 años,En buen estado,SA3051-08410,,,N/A,,,Norte,N/A,1,,,,N/A,,1,N/A,,,,N/A,,N/A,N/A,N/A,,,,,,,,,,,,,,,
Chalet en Alpedrete,Gilmar Alquileres Madrid Exterior,7 €/m²,2.500 €/mes,325 m²,28010,https://www.pisos.com/alquilar/chalet-mataespesa_de_alpedrete-51744557608_102100/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,325 m²,,3,2,,,,,GM34-206690,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,2.000 m²
Piso en Castilla,Engel & Völkers Madrid,17 €/m²,2.300 €/mes,132 m²,28079,https://www.pisos.com/alquilar/piso-castilla28016-45088037824_101800/,2024-06-17,Error al procesar consumo,Error al procesar emisiones,132 m²,,2,2,9ª,,Entre 30 y 50 años,,IF77045-I-00L01R-W-02W2F5,,Central,N/A,,N/A,,,1,,,,,,,,,,,N/A,,,Privado,,,,,,,,,,,,,,,,
Piso en Castellana-Orense,Gilmar Alquileres Madrid Interior,16 €/m²,4.000 €/mes,250 m²,28079,https://www.pisos.com/alquilar/piso-bellas_vistas28020-51755955289_102100/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,250 m²,,6,3,,Exterior,,,GM19-206060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Villamantilla,INMOBILIARIA LA DOCTORA,5 €/m²,1.400 €/mes,238 m²,28175,https://www.pisos.com/alquilar/chalet-villamantilla_centro_urbano-45929100832_100500/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,238 m²,,3,2,,,Entre 20 y 30 años,En buen estado,SA155-NAV4652,,Gasoil,Cocina amueblada,,,,,1,,,,,,,N/A,,,,,,N/A,Privado,,,,,,,,,,,,,,,,281 m²
Piso en Castellana,Engel & Völkers Madrid,28 €/m²,11.000 €/mes,392 m²,28079,https://www.pisos.com/alquilar/piso-salamanca_castellana28001-38372267674_101800/,2024-05-21,Error al procesar consumo,Error al procesar emisiones,392 m²,,5,5,1ª,,,,IF77045-I-00KP2U-W-02T0K2,,Central,N/A,,,,,1,,,,,,1,N/A,,,,N/A,,,Privado,Propia,,,,,,,,,,,,,,,
Piso en Castilla,INMOBILIARIA INTERNACIONAL CPM,16 €/m²,2.400 €/mes,148 m²,28079,https://www.pisos.com/alquilar/piso-castilla28036-50843186466_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,148 m²,134 m²,3,2,5ª,N/A,Más de 50 años,En buen estado,SA3051-08347,,,N/A,,,Norte,,1,,,,N/A,,,,,,,N/A,,N/A,,,,,,,,N/A,,,,,,,,,
Piso en Castellana,INMOBILIARIA INTERNACIONAL CPM,38 €/m²,2.500 €/mes,65 m²,28079,https://www.pisos.com/alquilar/piso-salamanca_castellana28006-51739768921_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,65 m²,60 m²,2,1,5ª,,Más de 50 años,En buen estado,SA3051-08398,,Central,N/A,,,Sur,N/A,1,,,,N/A,,1,,,,,N/A,N/A,,,,,,,N/A,,,N/A,,,,,,,,
Piso en Almagro,INMOBILIARIA INTERNACIONAL CPM,34 €/m²,4.500 €/mes,130 m²,28079,https://www.pisos.com/alquilar/piso-chamberi_almagro28010-50921005636_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,130 m²,120 m²,3,3,2ª,N/A,Más de 50 años,En buen estado,SA3051-08286,,,N/A,,,Este,N/A,1,,,,N/A,,,,,,,N/A,,,,,,,N/A,N/A,,,,,,,,,,,
Piso en El Encinar de los Reyes,Gilmar Alquileres Madrid Exterior,26 €/m²,2.600 €/mes,100 m²,28904,https://www.pisos.com/alquilar/piso-la_moraleja_encinar_de_los_reyes28109-51703594823_102100/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,100 m²,,2,2,,,,,GM34-206120,,,,,,,,,,,,,,1,N/A,,,,,,,N/A,N/A,,,,,,,Interior,,,,,,,,
Piso en Chueca,Gilmar Alquileres Madrid Interior,16 €/m²,2.200 €/mes,130 m²,28079,https://www.pisos.com/alquilar/piso-justicia_chueca28004-51746688535_102100/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,130 m²,,3,1,,Exterior,,,GM19-204893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Estrella,INMOBILIARIA INTERNACIONAL CPM,19 €/m²,2.200 €/mes,115 m²,28079,https://www.pisos.com/alquilar/piso-retiro_estrella28007-51733424013_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,115 m²,100 m²,4,2,11ª,N/A,Entre 30 y 50 años,En buen estado,SA3051-06932,,,N/A,,,Sur,N/A,1,,,,N/A,,1,,,,,N/A,N/A,,N/A,N/A,,,,,,,,,,,,,,,
Piso en Casa de Campo,INMOBILIARIA INTERNACIONAL CPM,17 €/m²,2.400 €/mes,136 m²,28079,https://www.pisos.com/alquilar/piso-casa_de_campo28008-51758246097_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,136 m²,115 m²,3,2,1ª,N/A,Entre 30 y 50 años,En buen estado,SA3051-08370,,,N/A,,,Sur,N/A,1,,,,N/A,,1,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,
Piso en Rosa Luxemburgo-Padrerón-Polígono Industrial Norte,INMOBILIARIA INTERNACIONAL CPM,19 €/m²,1.450 €/mes,75 m²,28134,https://www.pisos.com/alquilar/piso-rosa_luxemburgo_padreron_poligono_industrial_norte-49261096829_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,75 m²,48 m²,1,1,3ª,N/A,Entre 20 y 30 años,En buen estado,SA3051-07637_,,,N/A,,,Norte,N/A,1,,,,N/A,,1,,,,,N/A,,N/A,,,,,,N/A,,,,,,,,,,,
Chalet en Conde Orgaz,Gilmar Alquileres Madrid Exterior,13 €/m²,4.500 €/mes,340 m²,28079,https://www.pisos.com/alquilar/chalet-chamartin_prosperidad28043-51731581043_102100/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,340 m²,,6,6,,,,,GM34-196498,,,,,,,,,,,,,,Más de 2,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,340 m²
Chalet en Venturada,Gilmar Alquileres Madrid Exterior,12 €/m²,4.300 €/mes,350 m²,28169,https://www.pisos.com/alquilar/chalet-venturada_centro_urbano-51707781474_102100/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,350 m²,,6,3,,,,,GM34-202013,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,2.300 m²
Piso en Imperial,Gilmar Alquileres Madrid Interior,17 €/m²,2.300 €/mes,135 m²,28079,https://www.pisos.com/alquilar/piso-centro_palacio28005-51677824750_102100/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,135 m²,,3,2,,Exterior,,,GM19-205345,,,,,,,,,,,,,,N/A,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,
Piso en Acacias,INMOBILIARIA INTERNACIONAL CPM,23 €/m²,2.200 €/mes,95 m²,28079,https://www.pisos.com/alquilar/piso-acacias28005-51732466084_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,95 m²,81 m²,2,2,1ª,N/A,Más de 50 años,En buen estado,SA3051-08219_,,,N/A,,,Norte,N/A,,,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Parque Henares,"ALQUILER SEGURO,S.A.",11 €/m²,950 €/mes,80 m²,28130,https://www.pisos.com/alquilar/piso-san_fernando_de_henares_montserrat-51671841753_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,80 m²,,2,1,,N/A,,En buen estado,XA24-2832-033526,,N/A,N/A,N/A,,,,N/A,,,,N/A,,,N/A,,,,,,,,,,N/A,,,,,,,N/A,N/A,,,,,
Casa en Villafranca del Castillo,Engel & Völkers Madrid,9 €/m²,2.800 €/mes,303 m²,28176,https://www.pisos.com/alquilar/casa-villanueva_de_la_canada_villafranca_del_castillo28-51728635154_101800/,2025-02-18,"D, D","D, D",303 m²,,4,4,,,Entre 30 y 50 años,,IF77045-I-00L7P5-W-02YVL5,,Central,,,,,,1,,,,,,1,N/A,,,,,,N/A,Privado,Propia,,,,,,,,,,,,,,,388 m²
Piso en Aravaca,REMAX ZIELO,18 €/m²,1.650 €/mes,88 m²,28079,https://www.pisos.com/alquilar/piso-moncloa_aravaca_aravaca28023-51742183114_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,88 m²,,2,2,4ª,,Entre 20 y 30 años,,SA4230-3610-00767/8893,,Gas natural,,,,,,1,,,,N/A,,1,,,,,N/A,,N/A,N/A,Comunitaria,,,N/A,,,,,,,,,,,,
Casa adosada en Alameda de Osuna,Engel & Völkers Madrid,11 €/m²,3.700 €/mes,325 m²,28079,https://www.pisos.com/alquilar/casa_adosada-alameda_de_osuna_barrio-50075772787_101800/,2024-12-19,"D, D","D, D",325 m²,,4,4,,,Entre 20 y 30 años,,IF77045-I-00L5ZM-W-02Y5E4,,,N/A,,,,,1,,,,,,1,N/A,,,,,,N/A,Privado,Propia,,,,,,,,,,,Adosada,,,,
Casa adosada en Zona Colegios,ELEPHANT ROOM VILLALBA,9 €/m²,1.600 €/mes,165 m²,28090,https://www.pisos.com/alquilar/casa_adosada-moralzarzal_centro_urbano-51738013695_100500/,2025-02-03,"E, E","E, E",165 m²,155 m²,3,3,,,Entre 20 y 30 años,,SA3036-06939/7622,,Gas natural,,N/A,,Este,,1,,,,,,1,,,,,,,N/A,N/A,Comunitaria,,N/A,,,,,,,,,Adosada,N/A,,,155 m²
Ático en Universidad-Malasaña,Engel & Völkers Madrid,27 €/m²,3.500 €/mes,127 m²,28079,https://www.pisos.com/alquilar/atico-universidad_malasana28004-38361203719_101800/,2024-11-20,"B, B","B, B",127 m²,,2,3,5ª,,Entre 5 y 10 años,,IF77045-I-00K6L7-W-02OMDR,,Central,N/A,,,,,,,,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,
Piso en Justicia-Chueca,INMOBILIARIA INTERNACIONAL CPM,35 €/m²,2.800 €/mes,78 m²,28079,https://www.pisos.com/alquilar/piso-justicia_chueca28004-50068407413_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,78 m²,71 m²,1,2,4ª,N/A,Más de 50 años,En buen estado,SA3051-08324,,,N/A,,,Sur,N/A,1,,,,N/A,,,,,,,N/A,,,,,,,N/A,N/A,,,,,,,,,,,
Chalet en Santo Domingo,Gilmar Alquileres Madrid Exterior,8 €/m²,3.750 €/mes,420 m²,28009,https://www.pisos.com/alquilar/chalet-nueva_estacion_de_servicio-51757636206_102100/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,420 m²,,4,4,,,,,GM34-203164,,,,,,,,,,,,,,Más de 2,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,2.000 m²
Piso en Salamanca,Gilmar Alquileres Madrid Interior,29 €/m²,6.500 €/mes,220 m²,28079,https://www.pisos.com/alquilar/piso-justicia_chueca28001-51700842461_102100/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,220 m²,,3,3,,Exterior,,,GM19-204456,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Imperial,MERCASER,23 €/m²,1.400 €/mes,60 m²,28079,https://www.pisos.com/alquilar/apartamento-imperial28005-50835954550_100500/,2025-02-19,"A, A","A, A",60 m²,44 m²,1,1,2ª,,Menos de 5 años,,SA1924-MR0198965315/7208,,N/A,,,,,,1,,,,,,1,N/A,,,,N/A,,,N/A,Comunitaria,,N/A,,N/A,,,,,,,,,,,
Chalet en Peña Albas,MERCASER,8 €/m²,1.500 €/mes,167 m²,28172,https://www.pisos.com/alquilar/chalet-villalbilla_centro_urbano-17588942436_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,167 m²,150 m²,3,2,,,Entre 20 y 30 años,,SA1924-MR300317/7208,,,,N/A,,,,1,,,N/A,N/A,N/A,1,,,N/A,N/A,,,N/A,N/A,,,N/A,,N/A,,,,,,,,N/A,,,700 m²
Casa rústica en Club de Golf-Molino de la Hoz,Engel & Völkers Madrid,6 €/m²,8.000 €/mes,1.290 m²,28127,https://www.pisos.com/alquilar/casa_rustica-club_de_golf_molino_de_la_hoz28290-50876387778_101800/,2025-01-02,Error al procesar consumo,Error al procesar emisiones,1.290 m²,,8,6,,,Entre 30 y 50 años,,IF77045-I-00L635-W-02Y6VA,,,,,N/A,,,1,,,,,,1,N/A,,,,,,N/A,Privado,Propia,,,,,,,,,,,Rústica,,,,2.577 m²
Casa en Hispanoamérica,Engel & Völkers Madrid,16 €/m²,4.750 €/mes,286 m²,28079,https://www.pisos.com/alquilar/casa-chamartin_hispanoamerica28016-47562654039_101800/,2024-09-04,"E, E","E, E",286 m²,,4,4,,,Entre 20 y 30 años,,IF77045-I-00KKT5-W-02S5HB,,Central,N/A,,N/A,,,1,,,,,,1,N/A,,,,,,N/A,Privado,Propia,,,,,,,,,,,,,,,
Casa adosada en Fuente el Saz de Jarama,Engel & Völkers Madrid,8 €/m²,2.400 €/mes,267 m²,28059,https://www.pisos.com/alquilar/casa_adosada-fuente_el_saz_de_jarama_centro_urbano-51712489817_101800/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,267 m²,,5,3,,,Entre 30 y 50 años,,IF77045-I-00L7EB-W-02YO01,,Central,N/A,,N/A,,,1,,,,,,1,N/A,,,,,,N/A,Privado,Propia,,,,N/A,,,,,,,Adosada,,,,391 m²
Piso en Sol,INMOBILIARIA INTERNACIONAL CPM,19 €/m²,3.000 €/mes,155 m²,28079,https://www.pisos.com/alquilar/piso-sol_barrio28013-51706487626_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,155 m²,148 m²,2,2,2ª,,Más de 50 años,En buen estado,SA3051-08191,,,N/A,,,Oeste,N/A,1,,,,N/A,,1,N/A,,,,,,,,,,,,N/A,,,N/A,,,,,,,,
Dúplex en El Berrueco,ATIKA - El Molar,7 €/m²,790 €/mes,108 m²,28021,https://www.pisos.com/alquilar/duplex-el_berrueco_centro_urbano-51758750442_197600/,2025-02-20,"F, E","F, E",108 m²,100 m²,2,2,2ª,N/A,Entre 20 y 30 años,Reformado,1976-6765,Gres,,americana amueblada,Salon muy amplio,,Sureste,N/A,Más de 2,Climalit,PVC,,Frío y calor,Leña,,,,,,,,Amplia de 15 m²,,,Muy soleado,,,N/A,Roble,,,Incluidos,,,,,,,
Piso en Imperial,INMOBILIARIA INTERNACIONAL CPM,19 €/m²,1.700 €/mes,89 m²,28079,https://www.pisos.com/alquilar/piso-imperial28005-51671599426_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,89 m²,75 m²,2,2,1ª,N/A,Menos de 5 años,En buen estado,SA3051-08340,,,N/A,,,Oeste,N/A,1,,,,N/A,,1,N/A,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,
Piso en Carabanchel Alto,Gilmar Alquileres Madrid Interior,12 €/m²,1.850 €/mes,153 m²,28079,https://www.pisos.com/alquilar/piso-imperial28019-51691898221_102100/,2025-02-16,Error al procesar consumo,Error al procesar emisiones,153 m²,,4,2,,Exterior,,,GM19-204655,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,
Dúplex en Embajadores-Lavapiés,INMOBILIARIA INTERNACIONAL CPM,39 €/m²,1.790 €/mes,45 m²,28079,https://www.pisos.com/alquilar/duplex-centro_embajadores_lavapies28012-50075228715_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,45 m²,36 m²,1,1,,N/A,Más de 50 años,En buen estado,SA3051-08316,,,N/A,,,Sur,,1,,,,N/A,,,,,,,N/A,,,,,,,,N/A,,N/A,,,,,,,,,
Piso en S.S. de los Reyes,Gilmar Alquileres Madrid Exterior,23 €/m²,1.200 €/mes,52 m²,28134,https://www.pisos.com/alquilar/piso-arroyos_y_tempranales28703-51731597527_102100/,2025-02-09,Error al procesar consumo,Error al procesar emisiones,52 m²,,1,1,,,,,GM34-204449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interior,,,,,,,,
Piso en San Isidro,ALQUILA TU HOGAR,17 €/m²,1.000 €/mes,58 m²,28065,https://www.pisos.com/alquilar/piso-san_isidro_distrito28901-51697478787_100500/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,58 m²,,2,1,2ª,N/A,,En buen estado,SA3458-2001/20010008/111,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,,N/A,,,,,,,,,
Piso en Casco Antiguo,ALQUILA TU HOGAR,13 €/m²,1.010 €/mes,73 m²,28049,https://www.pisos.com/alquilar/piso-coslada_casco_antiguo28821-51733748561_100500/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,73 m²,,3,1,3ª,N/A,,En buen estado,SA3458-2001/20010018/9,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,N/A,,,,,,,,,
Piso en Salamanca,Altor Asesores,21 €/m²,2.100 €/mes,100 m²,28079,https://www.pisos.com/alquilar/piso-salamanca_castellana28001-45028050337_108900/,2024-09-17,Error al procesar consumo,Error al procesar emisiones,100 m²,,2,2,2ª,,,En buen estado,XA491-3951,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,
Piso en calle de la Rosa,SERVICHECK.,15 €/m²,600 €/mes,40 m²,28013,https://www.pisos.com/alquilar/piso-aranjuez_centro-51724277355_100500/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,40 m²,,1,1,1ª,,Más de 50 años,,SA4312-esther_rosa1h/9940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en La Alhóndiga,ALQUILA TU HOGAR,18 €/m²,940 €/mes,50 m²,28065,https://www.pisos.com/alquilar/piso-la_alhondiga28904-51724817335_100500/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,50 m²,,2,1,1ª,N/A,,En buen estado,SA3458-2002/20020017/2,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Estudio en Centro,"ALQUILER SEGURO,S.A.",34 €/m²,895 €/mes,26 m²,28079,https://www.pisos.com/alquilar/estudio-universidad_malasana28004-50043981850_108900/,2025-02-03,Error al procesar consumo,Error al procesar emisiones,26 m²,,,1,2ª,,,En buen estado,XA24-2813-032875,,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,,,,N/A,,,,,,N/A,,,,,N/A,,N/A,N/A,,,,,
Piso en Chamberí,Altor Asesores,21 €/m²,1.400 €/mes,66 m²,28079,https://www.pisos.com/alquilar/piso-sol_barrio28005-49179527039_108900/,2025-01-30,Error al procesar consumo,Error al procesar emisiones,66 m²,,1,1,2ª,N/A,,En buen estado,XA491-2861,,Eléctrica,N/A,,,,,,,,,,,,,,,,N/A,,N/A,,,,,,N/A,,,,,,,,,,,
Piso en Centro,Altor Asesores,28 €/m²,1.300 €/mes,45 m²,28079,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-42506771880_108900/,2024-09-17,Error al procesar consumo,Error al procesar emisiones,45 m²,40 m²,1,1,6ª,,,En buen estado,XA491-3839,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,N/A,,,,,,,,,,,
Piso en Jerónimos,Altor Asesores,30 €/m²,1.950 €/mes,65 m²,28079,https://www.pisos.com/alquilar/piso-jeronimos28014-45870120087_108900/,2024-09-17,Error al procesar consumo,Error al procesar emisiones,65 m²,,2,2,4ª,,,,XA491-1910,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,
Piso en Sol,Altor Asesores,43 €/m²,1.600 €/mes,37 m²,28079,https://www.pisos.com/alquilar/piso-sol_barrio28012-51722556337_108900/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,37 m²,,,1,4ª,,,Reformado,XA491-4131,,,Sin lavavajillas:,,,,,,,,,,,,,,,,En la entre-planta.,,,,,,N/A,,N/A,,,,,,,,,,,
Chalet en Ciudalcampo,Gilmar Alquileres Madrid Exterior,13 €/m²,6.000 €/mes,450 m²,28134,https://www.pisos.com/alquilar/chalet-ciudalcampo_fuente_del_fresno28707-51678020030_102100/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,450 m²,,6,7,,,,,GM34-203315,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,3.100 m²
Piso en El Viso,Gilmar Alquileres Madrid Interior,26 €/m²,2.500 €/mes,95 m²,28079,https://www.pisos.com/alquilar/piso-justicia_chueca28046-51719896586_102100/,2025-02-16,Error al procesar consumo,Error al procesar emisiones,95 m²,,2,2,,Exterior,,,GM19-205790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Fuente del Fresno,Gilmar Alquileres Madrid Exterior,20 €/m²,10.000 €/mes,500 m²,28134,https://www.pisos.com/alquilar/chalet-dehesa_vieja_puente_cultural28708-51737947233_102100/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,500 m²,,4,5,,,,,GM34-202808,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,2.500 m²
Piso en Chamartín,Gilmar Alquileres Madrid Interior,18 €/m²,4.500 €/mes,244 m²,28079,https://www.pisos.com/alquilar/piso-centro_palacio28005-40908961964_102100/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,244 m²,,5,4,,Exterior,,,GM19-193286,,,,,,Este,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
