nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Conservación,Referencia,Calefacción,Cocina equipada,Terraza,Orientación,Urbanizado,Calle alumbrada,Calle asfaltada,Planta,Exterior,Antigüedad,Carpintería interior,Tipo suelo,Vidrios dobles,Carpintería exterior,Aire acondicionado,Comedor,Garaje,Trastero,Portero automático,Puerta blindada,Ascensor,Adaptado a personas con movilidad reducida,Soleado,Gastos de comunidad,Amueblado,Armarios empotrados,Gas,Lavadero,Se aceptan mascotas,Sistema de seguridad,Balcón,Tipo de casa,Teléfono,Chimenea,Jardín,Piscina,Agua,Luz,Interior
"Casa en Carretera de Castellnou, 6",Agencia no disponible,1.870 €/m²,318.000 €,170 m²,https://www.pisos.com/comprar/casa-santpedor_centro_urbano-49220250543_109800/,Anuncio actualizado el 09/11/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),170 m²,150 m²,170 m²,4,1,Reformado,21562215,,,,,,,,,,Entre 10 y 20 años,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,
Casa en Canet de Falç,L@MFINQUES,2.900 €/m²,290.000 €,100 m²,https://www.pisos.com/comprar/casa-fonollosa_centro_urbano-23417142156_501283/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),100 m²,80 m²,,3,1,En buen estado,501283-009637,Gasoil,N/A,N/A,Sur,N/A,N/A,N/A,,,Entre 30 y 50 años,N/A,Gres,,Madera,Frío y calor,N/A,2,,,,,,,,,,N/A,N/A,,N/A,,,,N/A,Privado,Propia,,,
Casa adosada en calle Ferreria,HIPOGES IBERIA,303 €/m²,98.900 €,326 m²,https://www.pisos.com/comprar/casa_adosada-sant_mateu_de_bages_centro_urbano-50863377729_100700/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),326 m²,287 m²,326 m²,,,,MYRE-01045,,,,,,,,,,Entre 10 y 20 años,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,
Casa adosada en Carrer de la Llibertat,HIPOGES IBERIA,637 €/m²,65.000 €,102 m²,https://www.pisos.com/comprar/casa_adosada-sant_vicenc_de_castellet_centro_urbano-50075552818_100700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),102 m²,90 m²,102 m²,,,,MORE-0137,,,,,,,,,,Más de 50 años,,,,,,,,N/A,,,,,,,,,,,,,,Adosada,,,,,,,
Piso en Carretera de Moià,HIPOGES IBERIA,954 €/m²,52.500 €,55 m²,https://www.pisos.com/comprar/piso-balsareny_centro_urbano-43388239163_100700/,Anuncio actualizado el 12/09/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),55 m²,49 m²,,,,,TWRE-00587,,,,,,,,2ª,,Entre 10 y 20 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Plaça de Catalunya, 9",Agencia no disponible,1.590 €/m²,175.000 €,110 m²,https://www.pisos.com/comprar/piso-navas_centro_urbano-49207186932_109800/,Anuncio actualizado el 19/11/2024,"E, E","E, E",bages (BCN),110 m²,110 m²,,3,2,En buen estado,21588095,Gas natural,N/A,N/A,Este,,,,2ª,N/A,Entre 10 y 20 años,,Parquet,N/A,Aluminio,Frío y calor,,1,,,N/A,N/A,,N/A,Entre 40 y 60 €,N/A,Más de 2,,N/A,,N/A,N/A,,,,,,,,
Finca rústica en Artés,L@MFINQUES,125 €/m²,575.000 €,588 m²,https://www.pisos.com/comprar/finca_rustica-artes_centro_urbano-35032885579_501283/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),588 m²,450 m²,4.595 m²,7,3,En buen estado,501283-009950,Gasoil,N/A,N/A,Sur,,N/A,,,,,N/A,Gres,N/A,Madera,,N/A,2,,,N/A,,,,,N/A,,,N/A,,N/A,,,,N/A,,Propia,,,
Casa en Sant Fruitós de Bages,L@MFINQUES,1.425 €/m²,399.000 €,280 m²,https://www.pisos.com/comprar/casa-sant_fruitos_de_bages_centro_urbano-40924801192_501283/,Anuncio actualizado el 18/02/2025,"G, G","G, G",bages (BCN),280 m²,180 m²,500 m²,7,3,En buen estado,501283-010078,Gasoil/aerotermia,N/A,N/A,Sur,N/A,N/A,N/A,,,Más de 50 años,N/A,Parquet,N/A,Madera,Frío y calor,N/A,Más de 2,,,N/A,,N/A,,,,,,N/A,,N/A,,,,N/A,Privado,,,,
Piso en Carrer de Talamanca,HIPOGES IBERIA,1.039 €/m²,79.000 €,76 m²,https://www.pisos.com/comprar/piso-navarcles_centro_urbano-49227031964_100700/,Anuncio actualizado el 08/11/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),76 m²,55 m²,,,,,MURE-461003,,,,,,,,2ª,,Entre 10 y 20 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Sant Fruitós de Bages,L@MFINQUES,1.703 €/m²,187.430 €,110 m²,https://www.pisos.com/comprar/duplex-sant_fruitos_de_bages_centro_urbano-51720527304_501283/,Anuncio actualizado el 19/02/2025,"E, E","E, E",bages (BCN),110 m²,88 m²,,4,2,En buen estado,501283-010298,Gas natural,N/A,N/A,Oeste,,,,3ª,N/A,Entre 20 y 30 años,N/A,Gres,N/A,Aluminio,Frío y calor,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,148€ trimestral,,,N/A,N/A,,N/A,N/A,,,,,,,,
Piso en Carrer de Manresa,Aliseda Inmobiliaria,998 €/m²,104.800 €,105 m²,https://www.pisos.com/comprar/piso-navarcles_centro_urbano-41666694902_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),105 m²,,,,,,AN1-ANT00030663657,,,N/A,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,N/A,,,,,,,,
Finca rústica en Súria,L@MFINQUES,3 €/m²,1.550.000 €,1.350 m²,https://www.pisos.com/comprar/finca_rustica-suria_centro_urbano-287032821_501283/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),1.350 m²,1.350 m²,400.000 m²,10,,Reformado,501283-004416,Gasoil y madera,10m²,,,,,,,,,Madera,,,Madera,,100m²,,,,,,,,,,,,,,,,,,Hab 10m²,,10x4m²,Pozo h2,,
Casa en Súria,L@MFINQUES,1.213 €/m²,620.000 €,511 m²,https://www.pisos.com/comprar/casa-suria_centro_urbano-34244141057_501283/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),511 m²,460 m²,754 m²,5,3,En buen estado,501283-009917,Gas natural,N/A,N/A,Sur,N/A,N/A,N/A,,,,N/A,Gres,N/A,Aluminio,Frío y calor,N/A,Más de 2,,,N/A,,N/A,,,N/A,,N/A,N/A,,N/A,,,N/A,N/A,Privado,Propia,,,
Piso en Carrer del Mas Enric,HIPOGES IBERIA,1.042 €/m²,171.000 €,164 m²,https://www.pisos.com/comprar/piso-castellbell_i_el_vilar_centro_urbano-48348583881_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),164 m²,164 m²,,,,,REMO-00919,,,,,,,,,,Entre 30 y 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Montpeita, 9",Agencia no disponible,Error al procesar precio m²,A consultar,7 m²,https://www.pisos.com/comprar/piso-sant_fruitos_de_bages_centro_urbano-47504996362_109800/,Anuncio actualizado el 21/09/2024,"A, A","A, A",bages (BCN),7 m²,7 m²,,1,1,En buen estado,21428560,Gas natural,N/A,N/A,,,,,1ª,,Entre 30 y 50 años,,,,,,,,,,,,,,N/A,N/A,1,,,,,,,,,,,,,
"Dúplex en Carrer del Camí de Llussà, 2",Agencia no disponible,1.747 €/m²,173.000 €,99 m²,https://www.pisos.com/comprar/duplex-santpedor_centro_urbano-50028793635_109800/,Anuncio actualizado el 09/12/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),99 m²,,,3,2,En buen estado,21642389,,N/A,,,,,,3ª,,Entre 10 y 20 años,,,N/A,,Frío y calor,,1,N/A,,,N/A,,,N/A,N/A,1,,,,,N/A,,,,,,,,
"Casa rústica en Carrer de Sant Salvador, 68",Agencia no disponible,1.555 €/m²,140.000 €,90 m²,https://www.pisos.com/comprar/casa_rustica-sant_salvador_de_guardiola_centro_urbano-48424244997_109800/,Anuncio actualizado el 10/10/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),90 m²,,250 m²,3,1,Reformado,21455164,Gasoil,N/A,N/A,,N/A,N/A,N/A,,,Entre 30 y 50 años,,Gres,,Aluminio,,,1,,,,,,,Entre 10 y 20 €,,,,N/A,,,,Rústica,,,Privado,Propia,,,
"Piso en Carrer de Rius i Taulet, 2",Agencia no disponible,1.081 €/m²,80.000 €,74 m²,https://www.pisos.com/comprar/piso-sant_fruitos_de_bages_centro_urbano-49222656641_109800/,Anuncio actualizado el 06/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),74 m²,,,4,1,En buen estado,21599851,Gas natural,N/A,,,,,,3ª,N/A,Entre 20 y 30 años,,,,Aluminio,,,,N/A,,,,,N/A,Entre 20 y 40 €,,2,,N/A,,,N/A,,,N/A,,,,,
"Chalet rústico en Camí de Cal Costa, 1",Agencia no disponible,821 €/m²,290.000 €,353 m²,https://www.pisos.com/comprar/chalet_rustico-castellfollit_del_boix_centro_urbano-44209245079_109800/,Anuncio actualizado el 05/06/2024,"E, E","E, E",bages (BCN),353 m²,,17.147 m²,4,2,Reformado,21089381,Eléctrica,N/A,N/A,,,,,,,Entre 30 y 50 años,,,N/A,Madera,,,Más de 2,,,N/A,,,,N/A,N/A,2,,N/A,,,,,,N/A,Privado,Propia,,,
Piso en calle Vintidos de Juliol,VIVANTIAL,1.389 €/m²,107.000 €,77 m²,https://www.pisos.com/comprar/piso-avinyo_centro_urbano-48333708983_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),77 m²,77 m²,,,,,EP618-15112-2025,,,,,,,,2ª,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Franc Comtat,VIVANTIAL,669 €/m²,79.000 €,118 m²,https://www.pisos.com/comprar/piso-avinyo_centro_urbano-48418736629_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),118 m²,90 m²,,,,,EP618-15120-2025,,,N/A,,,,,Bajo,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Crispí,VIVANTIAL,890 €/m²,57.000 €,64 m²,https://www.pisos.com/comprar/piso-avinyo_centro_urbano-48357731870_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),64 m²,64 m²,,,,,EP618-15111-2025,,,,,,,,2ª,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de la Riera, 303",Agencia no disponible,1.326 €/m²,305.000 €,230 m²,https://www.pisos.com/comprar/piso-castellnou_de_bages_centro_urbano08251-47513004005_109800/,Anuncio actualizado el 03/09/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),230 m²,,,6,3,En buen estado,21375781,Gasoil,N/A,N/A,Noreste,,,,Principal,,Entre 10 y 20 años,,Gres,N/A,,Frío y calor,,,,,,,,N/A,N/A,,,,,,,,,,N/A,Privado,,,,
