nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Habitaciones,Baños,Referencia,Ascensor,Balcón,Terraza,Superficie útil,Superficie solar,Antigüedad,Conservación,Tipo suelo,Agua,Luz,Calefacción,Cocina equipada,Trastero,Planta,Armarios empotrados,Vidrios dobles,Carpintería exterior,Gas,Comedor,Lavadero,Portero automático,Puerta blindada,Sistema de seguridad,Garaje,Adaptado a personas con movilidad reducida,Jardín,Orientación,Urbanizado,Carpintería interior,Calle alumbrada,Calle asfaltada,Exterior,Teléfono,Soleado,Se aceptan mascotas,Tipo de casa,Aire acondicionado,Chimenea,Interior,Amueblado,Piscina,Gastos de comunidad
Piso en Ronda dels Ausetans,estudivic,852 €/m²,63.100 €,74 m²,https://www.pisos.com/comprar/piso-estadi_horta_vermella_santa_anna-40885808327_994602/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),74 m²,3,1,4994602-284ocupatvic,,N/A,N/A,59 m²,,Más de 50 años,En buen estado,,,,,N/A,,4ª,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de la Fusteria,FS FINQUES,2.291 €/m²,550.000 €,240 m²,https://www.pisos.com/comprar/casa-tona_centro_urbano-44260884182_100500/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),240 m²,4,2,SA411-FSCTONLA658/4962,,,,200 m²,20 m²,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,N/A,,,,,N/A,,,,
Casa en Els Hostalets de Balenyà,B.C. GESTIONS,910 €/m²,183.000 €,201 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_balenya-49203344557_106700/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),201 m²,4,2,IFC76360-BRRE-00064,,,,175 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finca rústica en Remei-Montseny-La Guixa,IMMOSONA,103 €/m²,675.000 €,640 m²,https://www.pisos.com/comprar/finca_rustica-remei_montseny_la_guixa-783508460_242400/,Anuncio actualizado el 19/02/2025,"E, F","E, F",osona (BCN),640 m²,4,2,2424-00009,,,N/A,640 m²,6.550 m²,,Reformado,,N/A,N/A,N/A,N/A,,,Sin especificar,N/A,,,N/A,N/A,,,,,,,,N/A,,,N/A,,N/A,,,,,,,,,
Casa adosada en Carrer de Torelló,GESTIONS TONI OLIVER,453 €/m²,118.000 €,260 m²,https://www.pisos.com/comprar/casa_adosada-manlleu_centro_urbano-48366190603_100500/,Anuncio actualizado el 17/02/2025,"G, E","G, E",osona (BCN),260 m²,4,3,SA2723-106386880,,,N/A,221 m²,400 m²,Más de 50 años,A reformar,,,,,,,,,,,,,,,,,1,,N/A,Sur,,,,,,,,,Adosada,,,,,,
Casa en Roda de Ter,estudivic,1.069 €/m²,88.800 €,83 m²,https://www.pisos.com/comprar/casa-roda_de_ter_centro_urbano-46740962226_994602/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),83 m²,3,1,4994602-15082senseposessioroda,,,,83 m²,,Más de 50 años,A reformar,,,,,,,,,,,,,,,,,,,,,N/A,,N/A,N/A,,,,,,,,,,,
Piso en Estadi-Horta Vermella-Santa Anna,INMODERNA GSI,1.320 €/m²,249.500 €,189 m²,https://www.pisos.com/comprar/piso-estadi_horta_vermella_santa_anna-51764341431_101300/,Anuncio actualizado el 19/02/2025,"E, E","E, E",osona (BCN),189 m²,4,3,API222-10301,N/A,,,130 m²,,Entre 20 y 30 años,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,Sur-este,,,,,,,,,,,,,,N/A,
Piso en Plaza Pla Dels Albers,HELLOFINCA.,1.526 €/m²,145.000 €,95 m²,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-51694416982_527713/,Anuncio actualizado el 12/02/2025,"F, F","F, F",osona (BCN),95 m²,3,2,4527713-000080,N/A,,,82 m²,,Entre 20 y 30 años,En buen estado,Gres,,,Gas natural,Independiente,,3ª,,N/A,Aluminio,,,Con salida desde la cocina,,N/A,N/A,1,,,Oeste,,,,,N/A,,N/A,N/A,,,,,,,Entre 40 y 60 €
Piso en Carrer de Sant Just,GESTIONS TONI OLIVER,2.784 €/m²,181.000 €,65 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-42520512533_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),65 m²,2,1,SA2723-104410996,N/A,N/A,N/A,,,,,,,,,,,1ª,1,,,,,,,,,,,N/A,Sur,,,,,,,,,,,,N/A,,,
Piso en Ronda de Francesc Camprodon,GESTIONS TONI OLIVER,2.400 €/m²,300.000 €,125 m²,https://www.pisos.com/comprar/piso-nord_el_sucre_universitat08500-50012546878_100500/,Anuncio actualizado el 30/01/2025,"D, D","D, D",osona (BCN),125 m²,3,2,SA2723-106876500,N/A,N/A,,110 m²,,Entre 30 y 50 años,En buen estado,,,,,,N/A,1ª,1,,,,,,,,,,,,Norte,,,,,N/A,,,,,N/A,,,,,Entre 40 y 60 €
"Piso en Carrer dels Marquesos de Vilallonga, 11",SIMM,2.605 €/m²,310.000 €,119 m²,https://www.pisos.com/comprar/piso-sant_julia_de_vilatorta_centro_urbano-46764721769_110300/,Anuncio actualizado el 19/02/2025,"B, A","B, A",osona (BCN),119 m²,4,2,1103-002452,N/A,,N/A,97 m²,,Menos de 5 años,En buen estado,Gres,,,N/A,N/A,,1ª,,N/A,PVC,N/A,N/A,N/A,N/A,,,,,,Norte,,N/A,,,N/A,N/A,N/A,,,,,N/A,,,
Finca rústica en Sant Vicenç de Torelló,IMMOSONA,198 €/m²,990.000 €,465 m²,https://www.pisos.com/comprar/finca_rustica-sant_vicenc_de_torello_centro_urbano-46674267449_242400/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),465 m²,4,4,2424-00001,,,,400 m²,5.000 m²,,Reformado,Gres,,,Gasoil,,,,,N/A,PVC,,,,,,,,,,Sur,N/A,N/A,N/A,N/A,,,,,,,N/A,,,,
Casa en Seva,Engel & Völkers MMC Barcelona,1.496 €/m²,925.000 €,618 m²,https://www.pisos.com/comprar/casa-seva_centro_urbano-25020147731_101800/,Anuncio actualizado el 20/01/2025,"E, E","E, E",osona (BCN),618 m²,7,3,IF76306-I-00VOTG-W-02OJ4J,,,,,2.059 m²,Entre 10 y 20 años,,,,,,N/A,,,1,,,,,N/A,,,,1,,Privado,A la montaña,,,,,,,,,,,,,N/A,Propia,
"Casa en Passeig de les Moreres, 1",LA LLAR IMMOBILIÀRIA,2.212 €/m²,885.000 €,400 m²,https://www.pisos.com/comprar/casa-sant_julia_de_vilatorta_centro_urbano-903930060_116000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),400 m²,4,2,1160-001083,,,14 m²,400 m²,,Entre 10 y 20 años,En buen estado,Granito en pb y parquet planta alta,N/A,N/A,De gas por suelo radiante,Office,,,,N/A,Aluminio,N/A,35 m²,N/A,,,,N/A,,N/A,A 4 vientos,,,,,,,,,,,N/A,,,Cubierta con jacuzzi,
Piso en Centelles,URBENIA,2.336 €/m²,215.000 €,92 m²,https://www.pisos.com/comprar/piso-centelles_centro_urbano-50098164533_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),92 m²,3,2,EP1014-97799,,,N/A,89 m²,,,En buen estado,,N/A,,,N/A,,1ª,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,
Piso en Plaça d'Osona,Aliseda Inmobiliaria,5 €/m²,136.500 €,25.895 m²,https://www.pisos.com/comprar/piso-estadi_horta_vermella_santa_anna-51746610805_105900/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),25.895 m²,4,2,AN1-ANT00030675926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Seva,IMMOBILIARIA TARADELL,2.537 €/m²,335.000 €,132 m²,https://www.pisos.com/comprar/casa_adosada-seva_centro_urbano-38336224334_101800/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),132 m²,3,2,IF7540-836,,,N/A,,220 m²,Menos de 5 años,,,,,Central,,,,,,,,,,,,,1,,Privado,A la montaña,,,,,,,,,Adosada,,,,,,
Casa en Santa Eugènia de Berga,INMODERNA GSI,1.853 €/m²,530.000 €,286 m²,https://www.pisos.com/comprar/casa-santa_eugenia_de_berga_centro_urbano08507-43385088282_101300/,Anuncio actualizado el 13/02/2025,"A, A","A, A",osona (BCN),286 m²,,,API222-80159,,,,250 m²,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa en Carrer Gracia, 7",LA LLAR IMMOBILIÀRIA,1.971 €/m²,625.000 €,317 m²,https://www.pisos.com/comprar/casa-oris_centro_urbano-98349748256_116000/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),317 m²,6,8,1160-099133,,,N/A,273 m²,1.000 m²,,En buen estado,Gres,,,Central,N/A,,,N/A,N/A,Aluminio,,N/A,N/A,,N/A,,Más de 2,N/A,Privado,Suroeste,N/A,N/A,N/A,,,N/A,,,,Frío,N/A,,N/A,Propia,
Casa en Manlleu,estudivic,671 €/m²,88.000 €,131 m²,https://www.pisos.com/comprar/casa-manlleu_centro_urbano-38410054170_994602/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),131 m²,4,2,4994602-095ocupatmanlleu,,,,90 m²,,Entre 30 y 50 años,A reformar,Gres,,,Gasoil,N/A,,,,,,,N/A,,,,,,,Privado,,N/A,,N/A,N/A,,,,,,,N/A,,,,
Chalet en Seva,estudivic,1.304 €/m²,240.000 €,184 m²,https://www.pisos.com/comprar/chalet-seva_centro_urbano-38425793844_994602/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),184 m²,4,2,4994602-151elmuntanya,,,,184 m²,1.300 m²,Entre 30 y 50 años,En buen estado,,,,,N/A,,,,,,,N/A,,,,,1,,Privado,,N/A,,N/A,N/A,,,,N/A,,,,,,,
Piso en Milenari,Qualifinques,2.418 €/m²,299.900 €,124 m²,https://www.pisos.com/comprar/piso-nord_el_sucre_universitat08500-50065992066_225000/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),124 m²,4,2,2250-004119,N/A,N/A,N/A,115 m²,,Entre 20 y 30 años,En buen estado,Parquet,,,Gas natural,N/A,N/A,2ª,Más de 2,,Aluminio,,N/A,N/A,N/A,,,1,N/A,,Oeste,,,,,,,N/A,,,,,,,,
Chalet en Nord-El Sucre-Universitat,Visualpis,1.569 €/m²,565.000 €,360 m²,https://www.pisos.com/comprar/chalet-nord_el_sucre_universitat-51689920850_106700/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),360 m²,5,2,IFC76374-XAL_44,,,,150 m²,905 m²,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
"Piso en Ronda dels Ausetans, nº .",Housfy real Estate,1.554 €/m²,129.000 €,83 m²,https://www.pisos.com/comprar/piso-estadi_horta_vermella_santa_anna-45883785059_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),83 m²,3,1,EP442-802206,,,N/A,74 m²,,,,,,,N/A,,,4ª,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,
Piso en Carrer de Centelles,estudivic,723 €/m²,47.000 €,65 m²,https://www.pisos.com/comprar/piso-remei_montseny_la_guixa-40868217346_994602/,Anuncio actualizado el 20/02/2025,"G, F","G, F",osona (BCN),65 m²,3,1,4994602-813nopossessiovic,,,,61 m²,,Más de 50 años,A reformar,,,,,N/A,,1ª,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Consum,LA LLAR IMMOBILIÀRIA,3.794 €/m²,425.000 €,112 m²,https://www.pisos.com/comprar/piso-caputxins_santa_clara_hospital-38390186942_116000/,Anuncio actualizado el 20/02/2025,"B, B","B, B",osona (BCN),112 m²,3,2,1160-099690,N/A,N/A,N/A,95 m²,,,A estrenar,Gres,,,N/A,N/A,,1ª,,N/A,Aluminio,,N/A,N/A,N/A,N/A,,1,N/A,,Suroeste,,N/A,,,N/A,,N/A,,,Frío,,,N/A,,
Piso en Carrer d'Enric Prat de la Riba,estudivic,1.630 €/m²,75.000 €,46 m²,https://www.pisos.com/comprar/piso-remei_montseny_la_guixa08500-50836843334_994602/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),46 m²,2,1,4994602-00109vic,N/A,,,42 m²,,Entre 10 y 20 años,A reformar,Gres,,,Eléctrica,,N/A,Bajo,,N/A,Aluminio,,N/A,,,N/A,N/A,1,,,,,,,,N/A,,,,,,,,,,
Piso en Carrer de la Mare de Déu del Pilar,Aliseda Inmobiliaria,1.075 €/m²,78.500 €,73 m²,https://www.pisos.com/comprar/piso-remei_montseny_la_guixa08500-50868929639_105900/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),73 m²,3,1,AN1-ANT00030660229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet pareado en Carrer Font de la Teula, 3",ALTAMIRA,2.148 €/m²,159.000 €,74 m²,https://www.pisos.com/comprar/chalet_pareado-roda_de_ter_centro_urbano-42502058832_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),74 m²,4,1,AM9-2061##02003771,,,,61 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Els Hostalets de Balenyà,estudivic,1.045 €/m²,183.000 €,175 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_balenya-44183967503_994602/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),175 m²,4,2,4994602-064balenya,,,N/A,175 m²,,Entre 30 y 50 años,A reformar,,,,,,,,,,,,,,,,,,,Privado,,,,,,,,,,,,N/A,,,,
"Casa en Carrer Major, 36",LA LLAR IMMOBILIÀRIA,1.512 €/m²,360.000 €,238 m²,https://www.pisos.com/comprar/casa-santa_eulalia_de_riuprimer_centro_urbano-28353666753_116000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),238 m²,3,3,1160-099573,,,N/A,202 m²,105 m²,Menos de 5 años,A estrenar,Gres,,,Gas natural,N/A,,,1,N/A,Aluminio,N/A,N/A,,,N/A,,2,,Privado,Suroeste,N/A,N/A,N/A,N/A,,,,,,,,,,,
Piso en Carrer de Jacint Verdaguer,GESTIONS TONI OLIVER,2.272 €/m²,250.000 €,110 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-44172552230_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),110 m²,4,2,SA2723-105018375,N/A,,N/A,,,,En buen estado,,,,,,N/A,3ª,1,,,,,,,,,,,N/A,Sur,,,,,N/A,,,,,,,,,,
"Piso en Rambla del Passeig, 59",FINQUES BACH -Assessors Immobiliaris-,1.666 €/m²,310.000 €,186 m²,https://www.pisos.com/comprar/piso-caputxins_santa_clara_hospital-44166988412_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),186 m²,4,2,2134-3539,N/A,N/A,,186 m²,,Entre 30 y 50 años,En buen estado,Gres,,,Gas natural,N/A,,2ª,Más de 2,N/A,Madera,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,Entre 40 y 60 €
Piso en Passeig d'En Pep Ventura,estudivic,624 €/m²,43.100 €,69 m²,https://www.pisos.com/comprar/piso-remei_montseny_la_guixa-40838016141_994602/,Anuncio actualizado el 20/02/2025,"G, G","G, G",osona (BCN),69 m²,3,1,4994602-708llogatvic,,,,60 m²,,Más de 50 años,A reformar,,,,,N/A,,Bajo,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Pere,estudivic,1.371 €/m²,238.700 €,174 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-945856909361325_109700/,Anuncio actualizado el 20/02/2025,"F, E","F, E",osona (BCN),174 m²,2,1,4994602-187vic,N/A,N/A,,174 m²,,Entre 5 y 10 años,En buen estado,Parquet,,,Gas natural,N/A,,3ª,,N/A,Aluminio,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Manuel Galadies,2005 IMMO JORCAN,1.551 €/m²,135.000 €,87 m²,https://www.pisos.com/comprar/piso-caputxins_santa_clara_hospital-49198105773_101300/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),87 m²,3,1,API158-B17812G,N/A,,,74 m²,,Más de 50 años,,,,,N/A,,,,,,,,,N/A,,,,,,,Sur-este,,,,,,,,,,,,,,,
Finca rústica en Carretera de Prats de Lluçanès,LA LLAR IMMOBILIÀRIA,103 €/m²,675.000 €,560 m²,https://www.pisos.com/comprar/finca_rustica-nord_el_sucre_universitat-430995061_116000/,Anuncio actualizado el 20/02/2025,"E, F","E, F",osona (BCN),560 m²,3,2,1160-001003,,,52 m²,492 m²,6.500 m²,,Reformado,Gres,La finca tiene 2 pozos de agua,N/A,Radiante de gasoil,Office,,,N/A,N/A,,,Sala de estar,N/A,,,,72 m²,,,,N/A,,N/A,,,,,,,,N/A,,,,
"Piso en Carrer de Jacint Verdaguer, 29",FINQUES BACH -Assessors Immobiliaris-,2.205 €/m²,225.000 €,102 m²,https://www.pisos.com/comprar/piso-nord_el_sucre_universitat08500-50003169835_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),102 m²,4,1,2134-3619,N/A,,,96 m²,,Entre 30 y 50 años,En buen estado,Gres,,,Gas natural,N/A,,2ª,,N/A,Madera,,N/A,N/A,,,,1,,,,,,,,,,,,,,,,,,N/A
Casa en Sant Quirze de Besora,INMODERNA GSI,1.303 €/m²,219.000 €,168 m²,https://www.pisos.com/comprar/casa-sant_quirze_de_besora_centro_urbano-51707465052_101300/,Anuncio actualizado el 19/02/2025,"G, G","G, G",osona (BCN),168 m²,3,1,API222-20115,,,,70 m²,,Más de 50 años,,,,,N/A,,,,,,,,,,,,,,,,Sur-este,,,,,,,,,,,,,,,
Piso en Plaça de l'Estació,LA LLAR IMMOBILIÀRIA,2.288 €/m²,270.000 €,118 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-51759717871_116000/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),118 m²,4,2,1160-099883,N/A,N/A,,100 m²,,,En buen estado,Parquet,,,Gas natural,N/A,N/A,5ª,Más de 2,N/A,Madera,,N/A,N/A,N/A,,,,,,Suroeste,,N/A,,,,,N/A,,,,,,,,
Finca rústica en Tavèrnoles,IMMOSONA,Error al procesar precio m²,580.000 €,1.372 m²,https://www.pisos.com/comprar/finca_rustica-tavernoles_centro_urbano-50023595357_242400/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),1.372 m²,9,2,2424-00015,,,,1.200 m²,1.510.000 m²,,En buen estado,Tarima maciza,,,,,,,,,Madera,,,,,,,,,,Suroeste,,,,,,,,,,,N/A,,,,
Dúplex en Vall del Ges,SAM GRUPO M,1.523 €/m²,198.000 €,130 m²,https://www.pisos.com/comprar/duplex-torello_centro_urbano-50932695489_100500/,Anuncio actualizado el 24/01/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),130 m²,3,2,SA4980-TORR_03/10877,,N/A,N/A,,,,,Parquet,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dúplex en Rambla de l'Hospital, 16",FINQUES BACH -Assessors Immobiliaris-,2.534 €/m²,405.500 €,160 m²,https://www.pisos.com/comprar/duplex-nord_el_sucre_universitat08500-42516853442_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),160 m²,2,2,2134-3502,N/A,N/A,,125 m²,,Menos de 5 años,A estrenar,Gres,,,N/A,N/A,N/A,3ª,2,N/A,Madera,,N/A,N/A,,,,,,,Oeste,,,,,N/A,,,,,,,,,,
Casa adosada en Avinguda de Joan Miró,Aliseda Inmobiliaria,651 €/m²,267.000 €,410 m²,https://www.pisos.com/comprar/casa_adosada-seva_centro_urbano-41680410366_105900/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),410 m²,5,3,AN1-ANT00030673443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,
Casa en Sant Julià de Vilatorta,Visualpis,3.687 €/m²,885.000 €,240 m²,https://www.pisos.com/comprar/casa-sant_julia_de_vilatorta_centro_urbano-51670196103_106700/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),240 m²,4,,IFC76374-CAS_19,,,,240 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Manlleu,estudivic,1.292 €/m²,199.000 €,154 m²,https://www.pisos.com/comprar/casa-manlleu_centro_urbano-45054627486_994602/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),154 m²,3,3,4994602-384manlleu,,,N/A,154 m²,,Entre 30 y 50 años,A reformar,,,,,N/A,,,,,,,N/A,,,,,Más de 2,,Privado,,,,,,,,,,,,,,,,
Dúplex en Rambla del Passeig,GESTIONS TONI OLIVER,2.757 €/m²,295.000 €,107 m²,https://www.pisos.com/comprar/duplex-vic_centre_historic-45866538319_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),107 m²,3,2,SA2723-105452694,N/A,N/A,N/A,95 m²,,Menos de 5 años,En buen estado,,,,,,,3ª,,,,,,,,,,,,,Norte,,,,,N/A,,,,,,,,,,Entre 40 y 60 €
Dúplex en Centre,FINQUES BACH -Assessors Immobiliaris-,Error al procesar precio m²,A consultar,154 m²,https://www.pisos.com/comprar/duplex-vic_centre_historic-35004536392_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),154 m²,3,2,2134-3357,,,N/A,120 m²,,Menos de 5 años,Reformado,Parquet,,,N/A,N/A,,1ª,,N/A,Madera,,N/A,N/A,,,,,,,Oeste,,,,,N/A,,,,,Frío y calor,,,,,
Casa en Gurb,FINQUES BACH -Assessors Immobiliaris-,1.538 €/m²,2.950.000 €,1.917 m²,https://www.pisos.com/comprar/casa-gurb_centro_urbano-46765319397_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),1.917 m²,10,6,2134-3568,,,,627 m²,,Entre 5 y 10 años,En buen estado,Gres,,,N/A,,,,Más de 2,,Madera,,,,,,,Más de 2,,Privado,,,N/A,,,,,,,,,N/A,,,Propia,
Dúplex en Centelles,estudivic,1.747 €/m²,194.000 €,111 m²,https://www.pisos.com/comprar/duplex-centelles_centro_urbano-45085299236_994602/,Anuncio actualizado el 20/02/2025,"E, D","E, D",osona (BCN),111 m²,3,2,4994602-4220-02dulpexcentelles,N/A,N/A,N/A,95 m²,,Entre 10 y 20 años,En buen estado,Gres,,,Gas natural,N/A,,2ª,1,N/A,Aluminio,,N/A,,N/A,N/A,N/A,,,,,,N/A,,,N/A,,,,,,,,,,
Casa en Carrer del Sac,FINQUES BACH -Assessors Immobiliaris-,706 €/m²,270.000 €,382 m²,https://www.pisos.com/comprar/casa-tona_centro_urbano-49232368486_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),382 m²,6,2,2134-3612,,,,382 m²,,,En buen estado,,,,Gas natural,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de l'Escola,GESTIONS TONI OLIVER,1.453 €/m²,189.000 €,130 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-43412302964_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),130 m²,3,1,SA2723-104704847,,,,,,,,,,,,,,,,,,,,,,,,,,,Sur,,,,,N/A,,,,,,,,,,
Piso en Carrer Major,Finques Catarg,2.073 €/m²,170.000 €,82 m²,https://www.pisos.com/comprar/piso-remei_montseny_la_guixa08505-51716001322_529439/,Anuncio actualizado el 10/02/2025,"G, F","G, F",osona (BCN),82 m²,2,1,529439-000002,,,,67 m²,,Entre 10 y 20 años,En buen estado,Gres,,,Gas natural,N/A,,1ª,,N/A,PVC,N/A,N/A,N/A,N/A,,,1,,Privado,,,,,,N/A,,N/A,,,,,,,,
Piso en Carrer d'Enric Prat de la Riba,estudivic,1.478 €/m²,68.000 €,46 m²,https://www.pisos.com/comprar/piso-remei_montseny_la_guixa08500-51765218296_994602/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),46 m²,1,1,4994602-0110ocupatvic,N/A,,N/A,42 m²,,Entre 10 y 20 años,A reformar,,,,,,N/A,Bajo,,,,,,,,,,1,,,,,,,,N/A,,,,,,,,,,
"Piso en Rambla de l'Hospital, 16",FINQUES BACH -Assessors Immobiliaris-,2.816 €/m²,338.000 €,120 m²,https://www.pisos.com/comprar/piso-nord_el_sucre_universitat08500-42525755370_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),120 m²,2,2,2134-3501,N/A,N/A,,100 m²,,Menos de 5 años,A estrenar,Gres,,,N/A,N/A,N/A,3ª,2,N/A,Madera,,N/A,N/A,,,,,,,Oeste,,,,,N/A,,,,,,,,,,
Piso en Carrer de Sant Joan Bosco,estudivic,766 €/m²,55.200 €,72 m²,https://www.pisos.com/comprar/piso-remei_montseny_la_guixa-38355483810_994602/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),72 m²,3,1,4994602-347ocupatvic,,,,66 m²,,Más de 50 años,,,,,,N/A,,1ª,,,,,N/A,N/A,,,,,,,,,,,,N/A,,,,,,,,,,
"Piso en Carrer de Bellmunt, 31",LA LLAR IMMOBILIÀRIA,2.307 €/m²,240.000 €,104 m²,https://www.pisos.com/comprar/piso-folgueroles_centro_urbano-47504071315_116000/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),104 m²,3,2,1160-099821,N/A,,N/A,92 m²,,Entre 5 y 10 años,En buen estado,Gres,,,Gas natural,N/A,,Bajo,Más de 2,N/A,Aluminio,,N/A,N/A,N/A,,,,,,Sureste,,N/A,,,N/A,,N/A,,,Frío y calor,,,,,
"Piso en Avenida de Roma, 79",FINQUES KM ZERO,1.480 €/m²,148.000 €,100 m²,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-50852266811_101300/,Anuncio actualizado el 30/01/2025,"E, D","E, D",osona (BCN),100 m²,3,2,API266-2290,,N/A,,90 m²,,Entre 20 y 30 años,,,,,,,,,,,,Otra compañía,,,,,,,,,Norte,,,,,,,,,,,,,,,
Piso en Plaça d'Osona,CICLOACTIVOS S.L.,1.367 €/m²,134.000 €,98 m²,https://www.pisos.com/comprar/piso-estadi_horta_vermella_santa_anna-31728663099_991803/,Anuncio actualizado el 03/01/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),98 m²,4,2,4991803-31296,N/A,,N/A,86 m²,,Entre 30 y 50 años,A reformar,,,,,,,4ª,,,,,,,,,,,,,Este,,,,,N/A,,,,,,,,,,
