nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Antigüedad,Conservación,Gastos de comunidad,Referencia,Armarios empotrados,Tipo suelo,Aire acondicionado,Calefacción,Garaje,Terraza,Jardín,Piscina,Tipo de casa,Vidrios dobles,Cocina equipada,Puerta blindada,Trastero,Orientación,Planta,Exterior,Carpintería exterior,Ascensor,Adaptado a personas con movilidad reducida,Superficie solar,Agua,Chimenea,Comedor,Soleado,Amueblado,Sistema de seguridad,Carpintería interior,Gas,Lavadero,Portero automático,Balcón,Urbanizado,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Teléfono,Interior,No se aceptan mascotas,Luz
Chalet pareado en calle de Luarca,HOGARES NAVALCARNERO,1.271 €/m²,375.000 €,295 m²,https://www.pisos.com/comprar/chalet_pareado-navalcarnero_centro_urbano-45099064716_525846/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,295 m²,284 m²,4,4,Entre 30 y 50 años,En buen estado,,4525846-000035,Más de 2,Mármol,Frío y calor,Gas natural,1,N/A,Privado,Propia,,,N/A,,,Suroeste,,,,,N/A,,,,N/A,,,,,,N/A,,,,,,N/A,,,,
Casa unifamiliar en Urbanización,Alfa Navas del Rey,1.034 €/m²,270.000 €,261 m²,https://www.pisos.com/comprar/casa_unifamiliar-navas_del_rey_centro_urbano-35053942025_101000/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,261 m²,,5,2,,,,AF14-5972/840,,,Frío,,,15,,N/A,Unifamiliar,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Veracruz,Aliseda Inmobiliaria,1.755 €/m²,158.000 €,90 m²,https://www.pisos.com/comprar/piso-sur_este28936-37594925742_107000/,Anuncio actualizado el 12/09/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,90 m²,,3,1,,,,AS1-50618620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida Olímpica,HOGARES NAVALCARNERO,3.545 €/m²,195.000 €,55 m²,https://www.pisos.com/comprar/piso-mostoles_oeste28935-50840663186_525846/,Anuncio actualizado el 20/01/2025,"B, B","B, B",madrid_suroeste,55 m²,52 m²,3,2,,Reformado,Entre 60 y 80 €,4525846-AV Olímpica 195,Más de 2,,Frío y calor,Eléctrica,,,,,,,N/A,N/A,,,Bajo,N/A,PVC,N/A,N/A,,,,N/A,N/A,N/A,,,,N/A,,,,,,N/A,,,,
Piso en calle de Gerona,HOGALIA Madrid,2.388 €/m²,193.500 €,81 m²,https://www.pisos.com/comprar/piso-mostoles_centro28938-50074934297_100500/,Anuncio actualizado el 02/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,81 m²,78 m²,3,2,Entre 30 y 50 años,En buen estado,Entre 40 y 60 €,SA323-Fhog-2857,,Parquet,,,,,,,,,Cocina amueblada,,,,Bajo,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida del Cantábrico,HOGARES ARROYOMOLINOS,3.005 €/m²,459.900 €,153 m²,https://www.pisos.com/comprar/piso-zona_bulevar-51674896750_525651/,Anuncio actualizado el 03/02/2025,"E, E","E, E",madrid_suroeste,153 m²,153 m²,3,3,Entre 10 y 20 años,En buen estado,,"4525651-Cantábrico,174",Más de 2,,,Gas natural,,N/A,,,,,,,N/A,,2ª,,,,,,,,,N/A,,,,,,,,,,,,,,,
Chalet en Cadalso de los Vidrios,GARSIERRA,1.000 €/m²,150.000 €,150 m²,https://www.pisos.com/comprar/chalet-cadalso_de_los_vidrios_centro_urbano-47501976091_108500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,150 m²,,3,3,,,,AG588-NUEVO,N/A,Gres,,N/A,,No acristalada,N/A,,,N/A,,N/A,N/A,Sur,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Chalet en San Martín de Valdeiglesias,GARSIERRA,1.250 €/m²,315.000 €,252 m²,https://www.pisos.com/comprar/chalet-san_martin_de_valdeiglesias_centro_urbano-45063767362_108500/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,252 m²,,5,3,,,,AG588-pinos san martin,N/A,,,N/A,,,N/A,Comunitaria,,,,N/A,N/A,Sur,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Avenida del Dos de Mayo, 65",MECOMPROCASA,2.466 €/m²,295.990 €,120 m²,https://www.pisos.com/comprar/piso-mostoles_centro-8381313761_510790/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,120 m²,112 m²,3,2,Entre 20 y 30 años,Reformado,Más de 100 €,4510790-998728944,Más de 2,Gres,Frío y calor,Gas natural,1,N/A,Comunitario,,,N/A,N/A,N/A,,Suroeste,3ª,N/A,Aluminio,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,N/A,N/A,,
Chalet en Paseo de los Olivos,HOGARES ARROYOMOLINOS,1.503 €/m²,599.900 €,399 m²,https://www.pisos.com/comprar/chalet-coimbra_guadarrama-50844361994_525651/,Anuncio actualizado el 30/01/2025,"E, E","E, E",madrid_suroeste,399 m²,399 m²,5,2,Entre 20 y 30 años,En buen estado,,4525651-00338,Más de 2,,,,1,N/A,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en calle Río Sella,CAPITAL HOME NAVALCARNERO,1.698 €/m²,259.900 €,153 m²,https://www.pisos.com/comprar/casa_adosada-el_alamo_centro_urbano-51698177523_101800/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,153 m²,,3,3,Entre 20 y 30 años,,,IF76877-CHAlamo202510,1,,,Central,1,,,,Adosada,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Avenida de Valdelacea,REDPISO ARROYOMOLINOS,1.222 €/m²,489.000 €,400 m²,https://www.pisos.com/comprar/chalet-arroyomolinos_castaneras-47574029171_104700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,400 m²,320 m²,5,4,Entre 20 y 30 años,En buen estado,,STA62-RP1712024125468,N/A,Gres,Frío y calor,Gas natural,2,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle de María Moliner, 44",HIJES GRUPO INMOBILIARIO,2.330 €/m²,529.000 €,227 m²,https://www.pisos.com/comprar/casa_adosada-mostoles_oeste28935-4609928666_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,227 m²,,3,3,,A estrenar,,4994518-21305836,Más de 2,,,,N/A,N/A,Privado,,Adosada,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Centro,Alfa Navas del Rey,752 €/m²,231.000 €,307 m²,https://www.pisos.com/comprar/casa_pareada-navas_del_rey_centro_urbano-21677361581_101000/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,307 m²,,4,2,,,,AF14-5972/770,,,,,,15,,,Pareada,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida Cerro Prieto,Aliseda Inmobiliaria,2.088 €/m²,158.700 €,76 m²,https://www.pisos.com/comprar/piso-sur_este28931-51763766717_107000/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,76 m²,,3,1,,,,AS1-49309595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en calle del Río Eresma,ÁTICO A INMOBILIARIA,Error al procesar precio m²,335.000 €,Entre 30 y 50 años,https://www.pisos.com/comprar/casa-el_alamo_centro_urbano-48367478602_101800/,Anuncio actualizado el 18/02/2025,"E, E","E, E",madrid_suroeste,,,,,Entre 30 y 50 años,,,IF7034-Chalet independiente en El Álamo,1,,,Central,1,N/A,Privado,Propia,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Zarzalejo,Estudio Nuevo Arroyomolinos Sl,3.085 €/m²,499.900 €,162 m²,https://www.pisos.com/comprar/casa_adosada-arroyomolinos_zarzalejo-50093194710_100200/,Anuncio actualizado el 18/02/2025,"D, D","D, D",madrid_suroeste,162 m²,,4,4,Entre 10 y 20 años,En buen estado,,TC940-601846,,,N/A,N/A,1,N/A,,,Adosada,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Río Genil,NETHOME.ES,2.051 €/m²,160.000 €,78 m²,https://www.pisos.com/comprar/piso-mostoles_oeste28934-50889080688_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,78 m²,,2,1,Más de 50 años,En buen estado,Entre 60 y 80 €,SA215-22335562,,,,Eléctrica,,N/A,,,,,,N/A,,,1ª,N/A,,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle Águila Real,SAPRIAN HOMES,2.636 €/m²,290.000 €,110 m²,https://www.pisos.com/comprar/chalet-aldea_del_fresno_centro_urbano-50871682660_100500/,Anuncio actualizado el 20/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,110 m²,100 m²,3,2,Más de 50 años,En buen estado,,SA5134-SH-Las Rozas 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Valderas-Los Castillos-Parque Lisboa,Estudio Alcorcon 2021 Slu,2.941 €/m²,250.000 €,85 m²,https://www.pisos.com/comprar/piso-valderas_los_castillos_parque_lisboa28924-49213761122_100200/,Anuncio actualizado el 08/11/2024,"E, E","E, E",madrid_suroeste,85 m²,,3,1,Más de 50 años,En buen estado,,TC881-596684,,Parquet,,Central,,,,,,,N/A,,,,1ª,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Casco Antiguo,Grupo Inmara Inmobiliaria Madrid SL.,3.846 €/m²,100.000 €,26 m²,https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28921-47549427658_108900/,Anuncio actualizado el 18/09/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,26 m²,,1,1,,,,XA801-1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Navalcarnero,Estudio Ciudad De Navalcarnero Sl,1.864 €/m²,469.900 €,252 m²,https://www.pisos.com/comprar/casa_adosada-navalcarnero_centro_urbano-51723581645_100200/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,252 m²,,4,3,Entre 20 y 30 años,En buen estado,,TC1137-608735,,,N/A,,1,N/A,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida de Marcial Llorente,LEXINGTON REAL ESTATE,862 €/m²,69.000 €,80 m²,https://www.pisos.com/comprar/piso-pelayos_de_la_presa_centro_urbano-48392191969_100500/,Anuncio actualizado el 20/11/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,80 m²,,2,1,Entre 10 y 20 años,A reformar,,SA5603-Pelayos,1,,,,,,,,,,,,,Sur,1ª,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,
"Finca rústica en calle Empedrada, nº 1",GRUPO FINCASA,30 €/m²,160.000 €,190 m²,https://www.pisos.com/comprar/finca_rustica-villamantilla_centro_urbano-50078814695_100500/,Anuncio actualizado el 09/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,190 m²,,3,2,,A reformar,,SA5356-villanueva de perales,,,,,,,,,,,,,,,,,,,,5.225 m²,,,,,,,,,,,,,,,,,,,
Piso en Valderas-Los Castillos-Parque Lisboa,Grupo Inmara Inmobiliaria Madrid SL.,2.698 €/m²,170.000 €,63 m²,https://www.pisos.com/comprar/piso-valderas_los_castillos_parque_lisboa28925-51742816798_108900/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,63 m²,,3,1,,,,XA801-1689,,,,Central,,,,,,,,,,,3ª,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Sur-Este,SERGIO ORTIZ MONJE,2.695 €/m²,221.000 €,82 m²,https://www.pisos.com/comprar/piso-sur_este28936-50849489937_100500/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,82 m²,,3,1,Más de 50 años,En buen estado,Entre 80 y 100 €,SA5597-107040823,1,,N/A,Central,,N/A,,,,,,,,Sur,7ª,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Sur-Este,TRADER INMOBILIARIO,3.187 €/m²,255.000 €,80 m²,https://www.pisos.com/comprar/piso-sur_este28937-51736104660_997966/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,80 m²,75 m²,3,1,,Reformado,,4997966-148106,,Tarima ac5,,,,,Comunitario,Comunitaria,,,N/A,,,,4ª,N/A,,N/A,,,,,N/A,N/A,,,,,,,,,,,,,,,
Piso en Navalcarnero,Estudio Ciudad De Navalcarnero Sl,2.249 €/m²,269.900 €,120 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-50908893093_100200/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,120 m²,,3,2,Entre 10 y 20 años,En buen estado,Más de 100 €,TC1137-604912,,,,,1,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Dúplex en calle de los Robles,Urbalor Inmobiliaria Retamas,3.696 €/m²,499.000 €,135 m²,https://www.pisos.com/comprar/duplex-las_retamas_prado_santo_domingo_ensanche_sur28922-50840254756_100500/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,135 m²,117 m²,4,3,Entre 20 y 30 años,En buen estado,Más de 100 €,SA2925-Urbalor/Duplex+Buhardilla/Mario,,Parquet,Frío,Gas natural,1,,Comunitario,Comunitaria,,N/A,Cocina amueblada,N/A,N/A,,1ª,,,,,,,,,,,,,,,,N/A,,,,,,,,
Chalet adosado en Zona Bulevar,HOGARES ARROYOMOLINOS,2.033 €/m²,414.900 €,204 m²,https://www.pisos.com/comprar/chalet_adosado-zona_bulevar-48388213705_525651/,Anuncio actualizado el 30/01/2025,"E, E","E, E",madrid_suroeste,204 m²,204 m²,3,2,Entre 10 y 20 años,En buen estado,,4525651-Ribadeo 13,Más de 2,,,Gas natural,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centro,TRADER INMOBILIARIO,2.762 €/m²,221.000 €,80 m²,https://www.pisos.com/comprar/piso-mostoles_centro28934-51710812684_997966/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,80 m²,70 m²,2,2,,Reformado,,4997966-148103,2,,Frío y calor,,2,,,,,,N/A,,,,Bajo,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Valderas-Los Castillos-Parque Lisboa,Estudio Alcorcon 2021 Slu,3.231 €/m²,349.000 €,108 m²,https://www.pisos.com/comprar/piso-valderas_los_castillos_parque_lisboa28924-50035628185_100200/,Anuncio actualizado el 19/12/2024,"C, C","C, C",madrid_suroeste,108 m²,,2,,Entre 10 y 20 años,En buen estado,,TC881-602568,,,,,,,,,,,,,,,5ª,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Paseo de Arroyomolinos,BBCIN INMOBILIARIA,Error al procesar precio m²,A consultar,90 m²,https://www.pisos.com/comprar/piso-mostoles_centro28938-45918230552_997864/,Anuncio actualizado el 07/11/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,90 m²,80 m²,3,1,Entre 30 y 50 años,En buen estado,Entre 60 y 80 €,4997864-000131,Más de 2,Gres,Frío y calor,Eléctrica,,Muy amplia,,,,,Amueblada,N/A,,,4ª,N/A,PVC,N/A,N/A,,,,,N/A,,,Lacadas blancas,N/A,,N/A,,,,,N/A,,,,
Piso en Casco Antiguo,TRADER INMOBILIARIO,2.584 €/m²,168.000 €,65 m²,https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28921-47563727760_997966/,Anuncio actualizado el 29/11/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,65 m²,65 m²,1,1,,A estrenar,,4997966-148061,1,,Frío y calor,,,,,,,,,N/A,N/A,,Bajo,N/A,,N/A,N/A,,,,,N/A,,,,,,N/A,,,,,,,,,
Casa pareada en Castañeras,Estudio Nuevo Arroyomolinos Sl,1.424 €/m²,499.900 €,351 m²,https://www.pisos.com/comprar/casa_pareada-arroyomolinos_castaneras-50082924310_100200/,Anuncio actualizado el 18/02/2025,"E, E","E, E",madrid_suroeste,351 m²,,4,2,Entre 20 y 30 años,En buen estado,,TC940-602090,,,N/A,N/A,,N/A,Privado,,Pareada,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Zona Bulevar,Estudio Nuevo Arroyomolinos Sl,1.666 €/m²,469.900 €,282 m²,https://www.pisos.com/comprar/casa_adosada-zona_bulevar-51692115164_100200/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,282 m²,,,,Entre 10 y 20 años,En buen estado,,TC940-609935,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Villafontana I,JMJ GESTION INMOBILIARIA,3.363 €/m²,252.260 €,75 m²,https://www.pisos.com/comprar/piso-sur_este28937-50858153446_100500/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,75 m²,,3,1,Más de 50 años,,Más de 100 €,SA557-04163/1230,,Gres,,Central,,N/A,N/A,Comunitaria,,,,,,Suroeste,4ª,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Camino del Obispo,RocalHouse Inmobiliaria,2.069 €/m²,269.000 €,130 m²,https://www.pisos.com/comprar/piso-mostoles_oeste28935-51757904906_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,130 m²,108 m²,3,2,,En buen estado,Entre 80 y 100 €,SA5660-107305401,1,,N/A,,1,N/A,,,,,,,,,2ª,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Casa pareada en calle Río Ebro,CAPITAL HOME NAVALCARNERO,1.777 €/m²,319.900 €,180 m²,https://www.pisos.com/comprar/casa_pareada-el_alamo_centro_urbano-51712549928_101800/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,180 m²,,4,3,Entre 20 y 30 años,,,IF76877-CHalamo2025012,1,,,Central,1,,Privado,Propia,Pareada,,N/A,,,,,,,,,350 m²,,,,,,,,,,,,,,,,,,,
Chalet en Sevilla de La Nueva,HOGARES SEVILLA LA NUEVA,1.363 €/m²,434.900 €,319 m²,https://www.pisos.com/comprar/chalet-sevilla_la_nueva_centro_urbano-45863063090_100500/,Anuncio actualizado el 27/11/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,319 m²,197 m²,4,2,Entre 10 y 20 años,,,SA4642-00055/9778,1,,,N/A,,N/A,N/A,,,,,,,,,,,,,800 m²,,,,,,,,,,,,,,,,,,,
Piso en calle del Empecinado,MECOMPROCASA,2.383 €/m²,285.990 €,120 m²,https://www.pisos.com/comprar/piso-sur_este28937-50846555899_510790/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,120 m²,110 m²,3,2,Entre 10 y 20 años,Reformado,Entre 40 y 60 €,4510790-998728983,Más de 2,,Frío y calor,Gas natural,Más de 2,N/A,,,,N/A,N/A,N/A,,Sur,4ª,N/A,Aluminio,N/A,N/A,,,,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,,,
Chalet unifamiliar en Brunete,INMOBILIARIA REAL-VIV,2.213 €/m²,664.000 €,300 m²,https://www.pisos.com/comprar/chalet_unifamiliar-brunete_centro_urbano-42568064596_992673/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,300 m²,300 m²,5,3,,En buen estado,,992673-668322,,Gres,Frío y calor,Leña y solar,Más de 2,N/A,Privado,Propia,,,N/A,,,,,,,,,15.000 m²,,N/A,N/A,,,,,,N/A,,,N/A,N/A,,,,,,
Casa unifamiliar en Casco Urbano,Alfa Navas del Rey,1.314 €/m²,347.000 €,264 m²,https://www.pisos.com/comprar/casa_unifamiliar-navas_del_rey_centro_urbano-45032292066_101000/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,264 m²,,4,3,,,,AF14-5972/875,Más de 2,,,,,20,,,Unifamiliar,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Buenavista Sector I-6,  S/N",GESBRO,2.370 €/m²,253.600 €,107 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-5212903374_109700/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,107 m²,,3,2,,A estrenar,,4525023-0,,,,,N/A,N/A,,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Coimbra-Guadarrama,i-House Servicios Inmobiliarios,1.767 €/m²,495.000 €,280 m²,https://www.pisos.com/comprar/casa_adosada-coimbra_guadarrama-50850645421_100500/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,280 m²,,5,3,,En buen estado,,SA2559-chalet,1,,N/A,,1,N/A,N/A,N/A,Adosada,,,,N/A,,,,,,,240 m²,,,,,,,,,,,,,,,,,,,
Piso en Casco Urbano,Alfa Navas del Rey,1.842 €/m²,210.000 €,114 m²,https://www.pisos.com/comprar/piso-navas_del_rey_centro_urbano-32560997944_101000/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,114 m²,87 m²,3,1,,,,AF14-5972/823,Más de 2,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Sur-Este,Alfa Losana,3.292 €/m²,279.900 €,85 m²,https://www.pisos.com/comprar/piso-sur_este28936-47510643140_101000/,Anuncio actualizado el 17/10/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,85 m²,,3,2,,,,AF181-2205/43,Más de 2,,Frío,,,4,,N/A,,,,N/A,N/A,,,N/A,,4,,,,,,,,con cámaras de seguridad,,,,,,,,,,,,,
Casa adosada en Coimbra-Guadarrama,BBCIN INMOBILIARIA,1.704 €/m²,375.000 €,220 m²,https://www.pisos.com/comprar/casa_adosada-coimbra_guadarrama-23420930709_101800/,Anuncio actualizado el 18/01/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,220 m²,,3,3,Entre 20 y 30 años,En buen estado,,IF76799-6,1,Gres,Frío,Gas natural,1,N/A,Privado,,Adosada,,N/A,N/A,N/A,A la montaña,,,,,,220 m²,,,,,,,N/A,,,,,N/A,N/A,N/A,N/A,,,,
Piso en calle de Magallanes,HOGARES NAVALCARNERO,2.233 €/m²,268.000 €,120 m²,https://www.pisos.com/comprar/piso-norte_universidad28933-50867912587_525846/,Anuncio actualizado el 23/01/2025,"D, D","D, D",madrid_suroeste,120 m²,113 m²,4,2,Entre 30 y 50 años,A reformar,Entre 80 y 100 €,4525846-Magallanes 268k,Más de 2,,,,,N/A,,,,,,,,,Bajo,N/A,,N/A,N/A,,,,,,,N/A,,N/A,N/A,N/A,,,,,N/A,,,,
Piso en calle del Romero,CAPITAL HOME NAVALCARNERO,2.998 €/m²,149.900 €,50 m²,https://www.pisos.com/comprar/piso-el_alamo_centro_urbano-51716924554_101800/,Anuncio actualizado el 10/02/2025,"F, F","F, F",madrid_suroeste,50 m²,,2,1,Entre 10 y 20 años,,,IF76877-CH202504,1,,,Central,1,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Chalet en calle de Fuente de la Salud,CAPITAL HOME NAVALCARNERO,3.499 €/m²,349.900 €,100 m²,https://www.pisos.com/comprar/chalet-el_alamo_centro_urbano-51701792178_101800/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,100 m²,,3,2,Más de 50 años,,,IF76877-CH202424,1,,,,1,N/A,Privado,Propia,,,N/A,,,,,,,,,572 m²,,,,,,,,,,,,,,,,,,,
Casa adosada en Castañeras,Estudio Nuevo Arroyomolinos Sl,2.087 €/m²,544.900 €,261 m²,https://www.pisos.com/comprar/casa_adosada-arroyomolinos_castaneras-51714633665_100200/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,261 m²,,3,,Entre 20 y 30 años,En buen estado,,TC940-607601,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Pintor Miró,"ESTUDIO TEATRO DEL BOSQUE, S.L.",2.379 €/m²,295.000 €,124 m²,https://www.pisos.com/comprar/piso-norte_universidad28933-47514506311_100200/,Anuncio actualizado el 28/12/2024,"E, F","E, F",madrid_suroeste,124 m²,,4,2,Entre 30 y 50 años,En buen estado,,TC144-594283,,,N/A,Central,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Chalet en El Álamo,FERGOSA GESTIÓN INMOBILIARIA,1.552 €/m²,790.000 €,509 m²,https://www.pisos.com/comprar/chalet-el_alamo_centro_urbano-49247560063_100500/,Anuncio actualizado el 20/02/2025,"C, C","C, C",madrid_suroeste,509 m²,,12,8,Entre 20 y 30 años,En buen estado,,SA5648-48,1,,,,,,,,,,,,N/A,Oeste,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en San Martín de Valdeiglesias,HOME GESTION INMOBILIARIA INTEGRAL,1.838 €/m²,399.000 €,217 m²,https://www.pisos.com/comprar/chalet-san_martin_de_valdeiglesias_centro_urbano-50090042964_518978/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,217 m²,217 m²,4,3,,En buen estado,,518978-2A2390,Más de 2,Gres,Frío y calor,Gasoil,2,N/A,Privado,Propia,,,N/A,,,,,,,,,,,,N/A,,,,,,N/A,,,N/A,N/A,,,,,,
Casa pareada en calle de la Haya,CAPITAL HOME NAVALCARNERO,2.161 €/m²,399.900 €,185 m²,https://www.pisos.com/comprar/casa_pareada-coimbra_guadarrama-51672329463_101800/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,185 m²,,4,3,Entre 20 y 30 años,,,IF76877-HAYA 196,1,,,Central,1,N/A,Privado,Comunitaria,Pareada,,N/A,N/A,,,,,,,,275 m²,,,,,N/A,,,,,,,,,,,,,,
Casa en Los Cortijos,HOGARES SEVILLA LA NUEVA,1.082 €/m²,695.000 €,642 m²,https://www.pisos.com/comprar/casa-sevilla_la_nueva_centro_urbano-34256941583_100500/,Anuncio actualizado el 27/11/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,642 m²,642 m²,5,3,Entre 20 y 30 años,,,SA4642-00010/9778,1,,,,1,N/A,N/A,Propia,,,,N/A,N/A,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,
