nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Armarios empotrados,Carpintería interior,Tipo suelo,Vidrios dobles,Carpintería exterior,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Garaje,Puerta blindada,Terraza,Jardín,Piscina,Orientación,Urbanizado,Calle alumbrada,Tipo de casa,Trastero,Planta,Exterior,Gastos de comunidad,Amueblado,Ascensor,Gas,Portero automático,Sistema de seguridad,Lavadero,Calle asfaltada,Teléfono,Chimenea,Soleado,Adaptado a personas con movilidad reducida,Se aceptan mascotas,Agua,Interior,Balcón,Luz,No se aceptan mascotas
Piso en Centro,SMART ESTATE,2.494 €/m²,271.900 €,109 m²,https://www.pisos.com/comprar/piso-getafe_distrito_centro28902-50016016509_109300/,Anuncio actualizado el 31/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,109 m²,,,,,,,EP977-2588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en San Martín de la Vega,Gestiones Inmobiliarias Madridsur.,1.736 €/m²,250.000 €,144 m²,https://www.pisos.com/comprar/chalet-san_martin_de_la_vega_centro_urbano-48398293593_108500/,Anuncio actualizado el 30/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,144 m²,,,4,3,,,AG637-1733,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en El Caracol-Altos del Olivar,INMOBILIARIA BUY HOUSE,1.453 €/m²,389.500 €,268 m²,https://www.pisos.com/comprar/chalet-el_caracol_altos_del_olivar28341-50881185232_106700/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,268 m²,260 m²,,4,2,,,IFC76256-5010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Olimpia,HIPOGES IBERIA,1.562 €/m²,150.000 €,96 m²,https://www.pisos.com/comprar/piso-los_cestos_belen_las_eras-48377222262_100700/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,96 m²,96 m²,,,,,,GTRE-01102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Olvido,HIPOGES IBERIA,1.990 €/m²,215.000 €,108 m²,https://www.pisos.com/comprar/piso-reyes28982-49266150811_100700/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,108 m²,108 m²,,,,,,GTRE-01418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Valdemoro,HIPOGES IBERIA,2.085 €/m²,146.000 €,70 m²,https://www.pisos.com/comprar/piso-san_isidro_distrito28901-51670270379_100700/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,70 m²,60 m²,,,,Más de 50 años,,REGA-01775,,,,,,,,,,,,,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,
"Piso en Avenida del Caballero de la Triste Figura, 3",GESBRO,3.979 €/m²,390.000 €,98 m²,https://www.pisos.com/comprar/piso-los_molinos_los_olivos28906-4405102405_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,98 m²,,,2,2,,A estrenar,4525023-21054463,,,,,,,,,,N/A,,N/A,,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,
Chalet en calle de Ernesto 'Che' Guevara,GESTION 3,1.983 €/m²,605.000 €,305 m²,https://www.pisos.com/comprar/chalet-vivero_hospital_universidad-38368229903_500185/,Anuncio actualizado el 05/12/2024,"A, A","A, A",madrid_sur,305 m²,251 m²,213 m²,4,3,Menos de 5 años,A estrenar,500185-008237,Más de 2,Lacadas  en blanco,Porcelanico,,PVC,Aerotermia,,N/A,Con salida a jardin,2,N/A,,Privado,,Sur-norte,N/A,N/A,,,,,,,,,,,N/A,N/A,N/A,,,,,,,,,
Chalet en Cubas de La Sagra,CMS INMOBILIARIA.,1.775 €/m²,561.000 €,316 m²,https://www.pisos.com/comprar/chalet-cubas_de_la_sagra_centro_urbano-47539006162_108900/,Anuncio actualizado el 02/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,316 m²,,,3,4,,Reformado,XA282-7837,,,,,,Frío y calor,,Completamente equipada,,1,N/A,,,Propia,,,,,N/A,,,,Completamente,,,,N/A,,,,Nueva,,,,N/A,,,,
Piso en San Martín de la Vega,Gestiones Inmobiliarias Madridsur.,2.000 €/m²,198.000 €,99 m²,https://www.pisos.com/comprar/piso-san_martin_de_la_vega_centro_urbano-50026625403_108500/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,99 m²,,,2,2,,,AG637-1778,N/A,,Parquet,,,N/A,Eléctrica,Individual,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en calle del Foso,HIPOGES IBERIA,1.025 €/m²,82.000 €,80 m²,https://www.pisos.com/comprar/piso-foso_moreras_agfa-51704870996_100700/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,80 m²,80 m²,,,,,,GTRE-01410,,,,,,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,
Casa adosada en Centro,FM GESTIONA,3.398 €/m²,254.900 €,75 m²,https://www.pisos.com/comprar/casa_adosada-buenos_aires_canada_real_de_toledo_puerta_de_pinto-51759382380_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,75 m²,58 m²,116 m²,3,1,Más de 50 años,A reformar,SA110-dpav1,,,,,,Frío,Gasoil,Cocina amueblada,,,,N/A,,,,,,Adosada,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Móstoles Con Esquina Avenida Cantabria,  S/N",GESTION 3,3.338 €/m²,237.000 €,71 m²,https://www.pisos.com/comprar/piso-naranjo_la_serna28942-4055546379_109700/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,71 m²,,,2,2,,A estrenar,1097-20639663,,,,,,,,,,N/A,,,,,,,,,N/A,1ª,,,,N/A,,,,,,,,,,,,,,,
Casa en La Alhóndiga,OhKey Servicios inmobiliarios,2.095 €/m²,440.000 €,210 m²,https://www.pisos.com/comprar/casa-la_alhondiga28904-48362141083_109300/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,210 m²,,188 m²,3,4,Más de 50 años,En buen estado,EP577-7009,,,Tarima,,N/A,N/A,Gas natural,Independiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en San Marcos 4,M2 REAL ESTATE,994 €/m²,174.969 €,176 m²,https://www.pisos.com/comprar/casa_adosada-san_martin_de_la_vega_centro_urbano-50050252875_100500/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,176 m²,150 m²,262 m²,3,2,Entre 10 y 20 años,,SA606-REMO-00479/1852,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,,,,,
Casa en San Martín de la Vega,Gestiones Inmobiliarias Madridsur.,1.392 €/m²,227.000 €,163 m²,https://www.pisos.com/comprar/casa-san_martin_de_la_vega_centro_urbano-49172671407_108500/,Anuncio actualizado el 30/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,163 m²,,,2,1,,,AG637-1773,,,Terrazo,,,,Gas natural,Individual,,,,No acristalada,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de San Clemente,VIVANTIAL,2.359 €/m²,269.000 €,114 m²,https://www.pisos.com/comprar/piso-leganes_centro-33413364400_109300/,Anuncio actualizado el 15/01/2025,"E, D","E, D",madrid_sur,114 m²,105 m²,,,,,A reformar,EP618-5946-2023,,,,,,,,,,,,,,,,,,,,3ª,,,,N/A,,N/A,,,,,,,,,,,,,
Piso en calle de Méjico,HIPOGES IBERIA,2.111 €/m²,171.000 €,81 m²,https://www.pisos.com/comprar/piso-buenos_aires_canada_real_de_toledo_puerta_de_pinto-51737164678_100700/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,81 m²,81 m²,,,,,,GTRE-02005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ático en Avenida del Sistema Solar, 9",Agencia no disponible,2.081 €/m²,410.000 €,197 m²,https://www.pisos.com/comprar/atico-parla_este28983-50005471999_109800/,Anuncio actualizado el 03/01/2025,"B, B","B, B",madrid_sur,197 m²,,,3,2,Entre 10 y 20 años,En buen estado,21671158,Más de 2,,Tarima flotante,,,Frío y calor,Gas natural,N/A,,2,N/A,N/A,,Comunitaria,Este,,,,N/A,4ª,N/A,Más de 100 €,,N/A,,,N/A,,,,,N/A,N/A,,,,,,
Piso en Aves,TAMCASA INMOBILIARIA,815 €/m²,80.700 €,99 m²,https://www.pisos.com/comprar/piso-las_aves_jardin_de_onate28300-50839786212_103800/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,99 m²,90 m²,,3,1,,,INB305-ES-MartinPescador,,,Gres,,,,Gas natural,N/A,,,,,,,,,,,,1ª,N/A,,,,,,,,,,,,,N/A,,,,,
Chalet en calle de Ernesto 'Che' Guevara,GESTION 3,2.302 €/m²,670.000 €,291 m²,https://www.pisos.com/comprar/chalet-vivero_hospital_universidad-37539225153_500185/,Anuncio actualizado el 05/12/2024,"A, A","A, A",madrid_sur,291 m²,229 m²,464 m²,5,3,Menos de 5 años,A estrenar,500185-008224,Más de 2,Lacadas  en blanco,Porcelanico,,PVC,Aerotermia,,N/A,Con salida a jardin,2,N/A,12.51+5.58,Privado,,Sur-norte,N/A,N/A,,,,,,,,,,,N/A,N/A,N/A,,,,,,,,,
Piso en Cristina-Los Cisnes,Hounting,2.653 €/m²,329.000 €,124 m²,https://www.pisos.com/comprar/piso-cristina_los_cisnes-51742017764_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,124 m²,,,3,2,,En buen estado,SA5364-2110/21100032/223,,,,,,,,N/A,,1,,,N/A,N/A,,,,,N/A,2ª,N/A,,,N/A,,,,,,,,,,,,,,,
Piso en Paseo de la Cárcava,MR. HOUSE REAL ESTATE,1.151 €/m²,99.000 €,86 m²,https://www.pisos.com/comprar/piso-grinon_centro_urbano-32502418591_100500/,Anuncio actualizado el 18/02/2025,"G, E","G, E",madrid_sur,86 m²,63 m²,,3,1,Entre 30 y 50 años,En buen estado,SA208-3237AS-SG,,,,,,,,,,,,N/A,,,,,,,,3ª,N/A,,,,,,,,,,,,,,,,,,
Casa en Griñón,Engel & Völkers Madrid,1.481 €/m²,597.000 €,403 m²,https://www.pisos.com/comprar/casa-grinon_centro_urbano-48381715433_101800/,Anuncio actualizado el 20/02/2025,"C, C","C, C",madrid_sur,403 m²,,345 m²,5,4,Entre 10 y 20 años,,IF77045-I-00YPVD-W-02XA5T,1,,,,,,Central,,,1,,N/A,Privado,Propia,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Estación,TAMCASA INMOBILIARIA,1.264 €/m²,103.700 €,82 m²,https://www.pisos.com/comprar/piso-valdemoro_estacion-49206085458_103800/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,82 m²,,,2,1,,,INB305-ES-Vald,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,N/A,,,,,
"Chalet en calle de Rodas, 10",ALTAMIRA,1.532 €/m²,259.000 €,169 m²,https://www.pisos.com/comprar/chalet-la_montana_cortijo_de_san_isidro28300-50096862145_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,169 m²,169 m²,,,,,,AM9-9205##9205_0031_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa en calle del Cacejo, 53",ALTAMIRA,773 €/m²,187.200 €,242 m²,https://www.pisos.com/comprar/casa-cubas_de_la_sagra_centro_urbano-51766644096_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,242 m²,242 m²,,,,,,AM9-9186##9186_0425_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en San Martín de la Vega,Gestiones Inmobiliarias Madridsur.,1.833 €/m²,275.000 €,150 m²,https://www.pisos.com/comprar/chalet-san_martin_de_la_vega_centro_urbano-48345499556_108500/,Anuncio actualizado el 30/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,150 m²,,,3,3,,,AG637-1716,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Parla,M2 REAL ESTATE,1.348 €/m²,89.000 €,66 m²,https://www.pisos.com/comprar/piso-parla_fuentebella-39259361740_100500/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,66 m²,58 m²,,3,1,,,SA606-COP-ELC-0835/1852,,,,,,,,,,,,N/A,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,
Casa adosada en Brezo-Guardia Civil,Altor Asesores,1.685 €/m²,450.000 €,267 m²,https://www.pisos.com/comprar/casa_adosada-brezo_guardia_civil28342-49199653419_108900/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,267 m²,,,4,4,,En buen estado,XA491-4087,,,,,,,,,,,,,,,,,,Adosada,,,,Entre 40 y 60 €,,,,,,,,,,,,,N/A,,,,
Piso en calle Clgrecia 13,HIPOGES IBERIA,2.210 €/m²,168.000 €,76 m²,https://www.pisos.com/comprar/piso-cerro_el_molino28943-48351825596_100700/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,76 m²,76 m²,,,,,,GTRE-01239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Camino del Mar Chico,SERVICHECK.,1.325 €/m²,306.180 €,231 m²,https://www.pisos.com/comprar/casa_adosada-aranjuez_centro-47555093281_100500/,Anuncio actualizado el 23/10/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,231 m²,,,4,4,Entre 10 y 20 años,,SA4312-Ventaf-Marchico/9940,,,,,,,,,,,,N/A,N/A,Comunitaria,,,,Adosada,,,,,,,,,,,,,,,,,,,,,
Piso en Cristina-Los Cisnes,Hounting,2.588 €/m²,264.000 €,102 m²,https://www.pisos.com/comprar/piso-cristina_los_cisnes-51746913044_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,102 m²,,,2,2,,En buen estado,SA5364-2110/21100032/175,,,Tarima flotante,,,,,N/A,,1,,N/A,N/A,N/A,,,,,N/A,3ª,N/A,,,N/A,,,,,,,,,,,N/A,,,,
Dúplex en San Martín de la Vega,Gestiones Inmobiliarias Madridsur.,2.333 €/m²,196.000 €,84 m²,https://www.pisos.com/comprar/duplex-san_martin_de_la_vega_centro_urbano-50900306673_108500/,Anuncio actualizado el 04/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,84 m²,,,2,3,,,AG637-1789,,,Tarima normal,,,N/A,Gas natural,Individual,,,,,,,,,,,N/A,,N/A,,,N/A,,,,,,,,,,,,,,,
Dúplex en Centro,GARSIERRA,3.114 €/m²,270.940 €,87 m²,https://www.pisos.com/comprar/duplex-leganes_centro28912-50045593534_108500/,Anuncio actualizado el 30/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,87 m²,,,4,2,,,AG588-NIEVES,N/A,,Gres,N/A,,,N/A,Individual,,,,,,,Sur,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Cristina-Los Cisnes,Hounting,2.479 €/m²,300.000 €,121 m²,https://www.pisos.com/comprar/piso-cristina_los_cisnes-49257959382_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,121 m²,,,3,2,,En buen estado,SA5364-2110/21100032/155,,,Tarima flotante,,,,,N/A,,1,,N/A,N/A,N/A,,,,,N/A,1ª,N/A,,,N/A,,,,,,,,,,,N/A,,,,
Casa adosada en calle de la Constelación de Pegaso,HIPOGES IBERIA,1.190 €/m²,337.000 €,283 m²,https://www.pisos.com/comprar/casa_adosada-parla_este28983-49213501560_100700/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,283 m²,242 m²,283 m²,,,,,SBRE-0105262,,,,,,,,,,,,N/A,N/A,,,,,Adosada,N/A,,,,,,,,,,,,,,,,,,,,
"Piso en calle Libertad, 3",FORO CONSULTORES INMOBILIARIOS,2.125 €/m²,252.900 €,119 m²,https://www.pisos.com/comprar/piso-humanes_de_madrid_centro_urbano-50833377590_109700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,119 m²,,,3,2,,A estrenar,FP2-79928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Madrid,HIPOGES IBERIA,2.609 €/m²,214.000 €,82 m²,https://www.pisos.com/comprar/piso-leganes_centro28912-51717981204_100700/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,82 m²,82 m²,,,,,,GTRE-02006,,,,,,,,,,,,,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,
Piso en calle del Callao,Aliseda Inmobiliaria,1.734 €/m²,248.000 €,143 m²,https://www.pisos.com/comprar/piso-avanzada_la_cueva28945-37531947304_107000/,Anuncio actualizado el 10/11/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,143 m²,,,,,,,AS1-53022573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en San Martín de la Vega,Gestiones Inmobiliarias Madridsur.,3.113 €/m²,660.000 €,212 m²,https://www.pisos.com/comprar/chalet-san_martin_de_la_vega_centro_urbano-49224224363_108500/,Anuncio actualizado el 30/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,212 m²,,,4,2,,,AG637-1264,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en San Martín de la Vega,Gestiones Inmobiliarias Madridsur.,1.571 €/m²,110.000 €,70 m²,https://www.pisos.com/comprar/piso-san_martin_de_la_vega_centro_urbano-50923352469_108500/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,70 m²,,,2,1,,,AG637-1798,,,Tarima normal,,,N/A,Gas natural,,,,,Acristalada,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en La Serna,RAYMU,2.655 €/m²,191.190 €,72 m²,https://www.pisos.com/comprar/piso-naranjo_la_serna28941-49204220535_100500/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,72 m²,,,3,1,Entre 30 y 50 años,,SA4177-SE99V316V-51905407/9804,,,,,,,,,,,,N/A,N/A,,,,,,,1ª,,,,N/A,,,,,,,,,,,,,,,
Piso en Plaza Antonio Machado,VIVANTIAL,1.612 €/m²,150.000 €,93 m²,https://www.pisos.com/comprar/piso-valdemoro_centro28341-49246398575_109300/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,93 m²,86 m²,,,,,,EP618-13372-2025,,,,,,,,,,,,,,,,,,,,2ª,,,,N/A,,N/A,,,,,,,,,,,,,
Piso en calle de Alfonso X 'El Sabio',HIPOGES IBERIA,1.967 €/m²,120.000 €,61 m²,https://www.pisos.com/comprar/piso-reyes28982-48349432287_100700/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,61 m²,61 m²,,,,,,GTRE-01119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Renfe,TAMCASA INMOBILIARIA,1.084 €/m²,349.300 €,322 m²,https://www.pisos.com/comprar/chalet-san_benito_soledad_hispanidad-28385936396_103800/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,322 m²,300 m²,170 m²,6,5,,En buen estado,INB305-C-010,N/A,,,,,,N/A,N/A,,Más de 2,,N/A,N/A,Propia,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Valdemoro,Cal Estudios Inmobiliarios,814 €/m²,57.000 €,70 m²,https://www.pisos.com/comprar/piso-valdemoro_centro28341-51711972654_106000/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,70 m²,68 m²,,1,1,Entre 10 y 20 años,,NI90-10362,1,,Gres,,Aluminio,,,Amueblada,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,Termo gas,,,,
Chalet en Serranillos del Valle,CMS INMOBILIARIA.,823 €/m²,289.000 €,351 m²,https://www.pisos.com/comprar/chalet-serranillos_del_valle_centro_urbano-51718451051_108900/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,351 m²,,,4,3,,,XA282-6611,,,,,,,,,,1,,,,Propia,,,,,N/A,,,,,,,,,,,,,,,,,,,,
"Piso en calle San Cristóbal, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,100 m²,https://www.pisos.com/comprar/piso-san_martin_de_la_vega_centro_urbano-35062969289_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,100 m²,100 m²,,2,1,,,AM9-2302##33000356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Nuevo Aranjuez-Ciudad de las Artes-El Mirador,INMOBILIARIA INTERNACIONAL CPM,1.305 €/m²,235.000 €,180 m²,https://www.pisos.com/comprar/casa_adosada-nuevo_aranjuez_ciudad_de_las_artes_el_mirador-51675914185_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,180 m²,178 m²,136 m²,4,2,Entre 10 y 20 años,En buen estado,SA3051-08432,1,,,,,N/A,,,,1,,N/A,,N/A,Sur,,,Adosada,,,,,,,,,,,,,,,,,,,,,
Chalet en San Martín de la Vega,Gestiones Inmobiliarias Madridsur.,1.235 €/m²,236.000 €,191 m²,https://www.pisos.com/comprar/chalet-san_martin_de_la_vega_centro_urbano-48407728260_108500/,Anuncio actualizado el 30/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,191 m²,,,2,1,,,AG637-1559,,,,,,,,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Clcarreteros 11,HIPOGES IBERIA,2.294 €/m²,218.000 €,95 m²,https://www.pisos.com/comprar/piso-humanes_de_madrid_centro_urbano-49221863876_100700/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,95 m²,95 m²,,,,,,GTRE-01257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Travesía de Aranjuez,VIVANTIAL,1.576 €/m²,134.000 €,85 m²,https://www.pisos.com/comprar/piso-villayuventus_renfe28981-49255456971_109300/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,85 m²,82 m²,,,,,,EP618-14823-2025,,,,,,,,,,,,,,,,,,,,3ª,,,,N/A,,N/A,,,,,,,,,,,,,
Finca rústica en calle Ds Cr Casarrubuelos,CMS INMOBILIARIA.,Error al procesar precio m²,590.000 €,XA282-2220,https://www.pisos.com/comprar/finca_rustica-cubas_de_la_sagra_centro_urbano-27545257526_108900/,Anuncio actualizado el 09/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,,,,,,,,XA282-2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
Casa adosada en Avenida de María Moliner,Aliseda Inmobiliaria,2.014 €/m²,465.300 €,231 m²,https://www.pisos.com/comprar/casa_adosada-leganes_norte28919-37585666758_107000/,Anuncio actualizado el 25/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,231 m²,,,4,3,,,AS1-43217986,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,,,,,
Chalet en San Martín de la Vega,Gestiones Inmobiliarias Madridsur.,1.686 €/m²,258.000 €,153 m²,https://www.pisos.com/comprar/chalet-san_martin_de_la_vega_centro_urbano-48374527848_108500/,Anuncio actualizado el 30/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,153 m²,,,3,2,,,AG637-1703,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Cerca del Campo de Golf,donpiso Central,1.103 €/m²,715.000 €,648 m²,https://www.pisos.com/comprar/casa-la_montana_cortijo_de_san_isidro28300-46684950622_109100/,Anuncio actualizado el 16/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,648 m²,558 m²,,6,6,,,FE296-286261,,,Gres,,Otros,Con bomba de calor,Central,,,,,N/A,,N/A,Este,,,,N/A,,,,,,,,,,,,,,,,,,,,
Casa en calle de Ciempozuelos,HIPOGES IBERIA,3.128 €/m²,463.000 €,148 m²,https://www.pisos.com/comprar/casa-san_isidro_distrito28901-49253127272_100700/,Anuncio actualizado el 05/11/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,148 m²,,148 m²,,,Más de 50 años,,PERE-003699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Juan de la Cierva,INMOBILIARIA BUY HOUSE,3.499 €/m²,349.900 €,100 m²,https://www.pisos.com/comprar/piso-getafe_juan_de_la_cierva28903-45905070635_106700/,Anuncio actualizado el 25/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,100 m²,80 m²,,2,2,,,IFC76256-4374,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Río Jordán,HIPOGES IBERIA,2.175 €/m²,161.000 €,74 m²,https://www.pisos.com/comprar/piso-parque_inlasa28981-50042729516_100700/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,74 m²,74 m²,,,,,,GTRE-02215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Jerónimo del Moral,HIPOGES IBERIA,1.336 €/m²,101.605 €,76 m²,https://www.pisos.com/comprar/piso-san_benito_soledad_hispanidad-48430808369_100700/,Anuncio actualizado el 30/10/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,76 m²,66 m²,,,,Entre 30 y 50 años,,LIRE-05279,,,,,,,,,,,,,,,,,,,,2ª,,,,,,,,,,,,,,,,,,,
